SeqGeral	plot_name	Epoca	Acession_name	bloco	plant_number	Obs	Ramificacao	DataR0	Dia	Mes	Mesfev	Ano	NumRam	CompR	Altura total	QuantR	EscalaLEO	NumFrutosR0	NumSemR0	DAPR	DAPR1ano	DAPR1ano_Ext	NumEvRam	NumTFruto	NumTSem
1100	Eucalipto.3.1.5	3	Eucalipto	1	5	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1101	BRS-Tapioqueira.3.1.1	3	BRS-Tapioqueira	1	1	Ok	Ram0	3/13/2021	13	3	mar	2021	4	NA	NA	NA	1	NA	NA	32	32	32	5	0	0
1102	BRS-Tapioqueira.3.1.2	3	BRS-Tapioqueira	1	2	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	1	3
1103	BRS-Tapioqueira.3.1.3	3	BRS-Tapioqueira	1	3	Ok	Ram0	4/3/2021	3	4	abr	2021	7	30	230	NA	1	NA	NA	53	53	53	8	2	0
1104	BRS-Tapioqueira.3.1.4	3	BRS-Tapioqueira	1	4	Ok	Ram0	4/3/2021	3	4	abr	2021	7	35	255	NA	1	NA	NA	53	53	53	8	4	0
1105	BRS-Tapioqueira.3.1.5	3	BRS-Tapioqueira	1	5	Ok	Ram0	6/9/2021	9	6	jun	2021	7	40	205	NA	1	NA	NA	120	120	120	8	0	0
1106	BRS-NovoHorizonte.3.1.1	3	BRS-NovoHorizonte	1	1	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1107	BRS-NovoHorizonte.3.1.2	3	BRS-NovoHorizonte	1	2	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1108	BRS-NovoHorizonte.3.1.3	3	BRS-NovoHorizonte	1	3	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1109	BRS-NovoHorizonte.3.1.4	3	BRS-NovoHorizonte	1	4	Ok	Ram0	1/10/2022	10	1	jan	2022	0	205	205	NA	1	NA	NA	335	335	335	2	0	0
1110	BRS-NovoHorizonte.3.1.5	3	BRS-NovoHorizonte	1	5	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1111	BRS-Dourada.3.1.1	3	BRS-Dourada	1	1	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1112	BRS-Dourada.3.1.2	3	BRS-Dourada	1	2	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1113	BRS-Dourada.3.1.3	3	BRS-Dourada	1	3	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1114	BRS-Dourada.3.1.4	3	BRS-Dourada	1	4	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1115	BRS-Dourada.3.1.5	3	BRS-Dourada	1	5	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1116	BRS-Caipira.3.1.1	3	BRS-Caipira	1	1	Ok	Ram0	6/30/2021	30	6	jun	2021	2	120	170	NA	0	0	NA	141	141	141	3	0	0
1117	BRS-Caipira.3.1.2	3	BRS-Caipira	1	2	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1118	BRS-Caipira.3.1.3	3	BRS-Caipira	1	3	Ok	Ram0	9/30/2021	30	9	set	2021	0	180	180	NA	0	NA	NA	233	233	233	1	0	0
1119	BRS-Caipira.3.1.4	3	BRS-Caipira	1	4	Ok	Ram0	8/5/2021	5	8	ago	2021	1	110	140	NA	0	0	NA	177	177	177	2	0	0
1120	BRS-Caipira.3.1.5	3	BRS-Caipira	1	5	Ok	Ram0	6/30/2021	30	6	jun	2021	2	120	130	NA	1	NA	NA	141	141	141	3	0	0
1121	BGM-0195.3.1.1	3	BGM-0195	1	1	Ok	Ram0	6/30/2021	30	6	jun	2021	0	NA	NA	NA	0	0	NA	141	141	141	1	0	0
1122	BGM-0195.3.1.2	3	BGM-0195	1	2	Remover	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1123	BGM-0195.3.1.3	3	BGM-0195	1	3	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1124	BGM-0195.3.1.4	3	BGM-0195	1	4	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1125	BGM-0195.3.1.5	3	BGM-0195	1	5	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1126	BRSCS-01.3.1.1	3	BRSCS-01	1	1	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1127	BRSCS-01.3.1.2	3	BRSCS-01	1	2	Ok	Ram0	9/1/2021	1	9	set	2021	0	NA	NA	NA	1	NA	NA	204	204	204	1	0	0
1128	BRSCS-01.3.1.3	3	BRSCS-01	1	3	Ok	Ram0	9/1/2021	1	9	set	2021	4	NA	NA	NA	1	NA	NA	204	204	204	5	1	3
1129	BRSCS-01.3.1.4	3	BRSCS-01	1	4	Ok	Ram0	6/30/2021	30	6	jun	2021	3	NA	NA	NA	0	0	NA	141	141	141	4	1	0
1130	BRSCS-01.3.1.5	3	BRSCS-01	1	5	Ok	Ram0	8/31/2021	31	8	ago	2021	3	NA	NA	NA	0	0	NA	203	203	203	4	0	0
1131	Corrente.3.1.1	3	Corrente	1	1	Ok	Ram0	9/30/2021	30	9	set	2021	2	220	300	NA	2	NA	NA	233	233	233	3	0	0
1132	Corrente.3.1.2	3	Corrente	1	2	Ok	Ram0	8/5/2021	5	8	ago	2021	2	140	210	NA	1	NA	NA	177	177	177	3	0	0
1133	Corrente.3.1.3	3	Corrente	1	3	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1134	Corrente.3.1.4	3	Corrente	1	4	Ok	Ram0	11/9/2021	9	11	nov	2021	0	125	125	NA	0	NA	NA	273	273	273	1	0	0
1135	Corrente.3.1.5	3	Corrente	1	5	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1136	BRS-GemadeOvo.3.1.1	3	BRS-GemadeOvo	1	1	Ok	Ram0	9/1/2021	1	9	set	2021	2	140	185	NA	1	NA	NA	204	204	204	3	0	0
1137	BRS-GemadeOvo.3.1.2	3	BRS-GemadeOvo	1	2	Ok	Ram0	6/5/2021	5	6	jun	2021	2	170	210	NA	0	0	NA	116	116	116	3	0	0
1138	BRS-GemadeOvo.3.1.3	3	BRS-GemadeOvo	1	3	Ok	Ram0	9/1/2021	1	9	set	2021	4	NA	NA	NA	1	NA	NA	204	204	204	5	2	0
1139	BRS-GemadeOvo.3.1.4	3	BRS-GemadeOvo	1	4	Ok	Ram0	9/1/2021	1	9	set	2021	2	150	185	NA	1	NA	NA	204	204	204	3	0	0
1140	BRS-GemadeOvo.3.1.5	3	BRS-GemadeOvo	1	5	Ok	Ram0	8/5/2021	5	8	ago	2021	2	155	220	NA	1	NA	NA	177	177	177	3	3	6
1141	Correntao.3.1.1	3	Correntao	1	1	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1142	Correntao.3.1.2	3	Correntao	1	2	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1143	Correntao.3.1.3	3	Correntao	1	3	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1144	Correntao.3.1.4	3	Correntao	1	4	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1145	Correntao.3.1.5	3	Correntao	1	5	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1146	BRS-PotiBranca.3.1.1	3	BRS-PotiBranca	1	1	Remover	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1147	BRS-PotiBranca.3.1.2	3	BRS-PotiBranca	1	2	Remover	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1148	BRS-PotiBranca.3.1.3	3	BRS-PotiBranca	1	3	Remover	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1149	BRS-PotiBranca.3.1.4	3	BRS-PotiBranca	1	4	Remover	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1150	BRS-PotiBranca.3.1.5	3	BRS-PotiBranca	1	5	Remover	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1151	BGM-1722.3.1.1	3	BGM-1722	1	1	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1152	BGM-1722.3.1.2	3	BGM-1722	1	2	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1153	BGM-1722.3.1.3	3	BGM-1722	1	3	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1154	BGM-1722.3.1.4	3	BGM-1722	1	4	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1155	BGM-1722.3.1.5	3	BGM-1722	1	5	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1156	2011-34-41.3.1.1	3	2011-34-41	1	1	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1157	2011-34-41.3.1.2	3	2011-34-41	1	2	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1158	2011-34-41.3.1.3	3	2011-34-41	1	3	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1159	2011-34-41.3.1.4	3	2011-34-41	1	4	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1160	2011-34-41.3.1.5	3	2011-34-41	1	5	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1161	BGM-0945.3.1.1	3	BGM-0945	1	1	Remover	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1162	BGM-0945.3.1.2	3	BGM-0945	1	2	Remover	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1163	BGM-0945.3.1.3	3	BGM-0945	1	3	Remover	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1164	BGM-0945.3.1.4	3	BGM-0945	1	4	Remover	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1165	BGM-0945.3.1.5	3	BGM-0945	1	5	Remover	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1166	BGM-0630.3.1.1	3	BGM-0630	1	1	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1167	BGM-0630.3.1.2	3	BGM-0630	1	2	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1168	BGM-0630.3.1.3	3	BGM-0630	1	3	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1169	BGM-0630.3.1.4	3	BGM-0630	1	4	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1170	BGM-0630.3.1.5	3	BGM-0630	1	5	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1171	VassouraPreta.3.1.1	3	VassouraPreta	1	1	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1172	VassouraPreta.3.1.2	3	VassouraPreta	1	2	Ok	Ram0	8/5/2021	5	8	ago	2021	2	100	NA	NA	1	NA	NA	177	177	177	3	0	0
1173	VassouraPreta.3.1.3	3	VassouraPreta	1	3	Ok	Ram0	8/5/2021	5	8	ago	2021	4	110	185	NA	0	0	NA	177	177	177	5	3	0
1174	VassouraPreta.3.1.4	3	VassouraPreta	1	4	Ok	Ram0	7/20/2021	20	7	jul	2021	2	100	130	NA	1	NA	NA	161	161	161	3	0	0
1175	VassouraPreta.3.1.5	3	VassouraPreta	1	5	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1176	BGM-0590.3.1.1	3	BGM-0590	1	1	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1177	BGM-0590.3.1.2	3	BGM-0590	1	2	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1178	BGM-0590.3.1.3	3	BGM-0590	1	3	Ok	Ram0	8/31/2021	31	8	ago	2021	3	140	190	NA	0	0	NA	203	203	203	4	0	0
1179	BGM-0590.3.1.4	3	BGM-0590	1	4	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1180	BGM-0590.3.1.5	3	BGM-0590	1	5	Ok	Ram0	7/20/2021	20	7	jul	2021	3	90	125	NA	0	0	NA	161	161	161	4	0	0
1181	Salangor.3.1.1	3	Salangor	1	1	Ok	Ram0	7/20/2021	20	7	jul	2021	3	145	230	NA	1	NA	NA	161	161	161	4	0	0
1182	Salangor.3.1.2	3	Salangor	1	2	Ok	Ram0	9/1/2021	1	9	set	2021	3	NA	NA	NA	1	NA	NA	204	204	204	4	0	0
1183	Salangor.3.1.3	3	Salangor	1	3	Ok	Ram0	6/9/2021	9	6	jun	2021	5	120	225	NA	1	NA	NA	120	120	120	6	0	0
1184	Salangor.3.1.4	3	Salangor	1	4	Ok	Ram0	6/30/2021	30	6	jun	2021	4	NA	NA	NA	1	NA	NA	141	141	141	5	0	0
1185	Salangor.3.1.5	3	Salangor	1	5	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1186	Cigana.3.1.1	3	Cigana	1	1	Ok	Ram0	6/9/2021	9	6	jun	2021	7	NA	NA	NA	0	0	NA	120	120	120	8	1	3
1187	Cigana.3.1.2	3	Cigana	1	2	Ok	Ram0	6/9/2021	9	6	jun	2021	7	145	255	NA	0	0	NA	120	120	120	8	0	0
1188	Cigana.3.1.3	3	Cigana	1	3	Ok	Ram0	6/30/2021	30	6	jun	2021	6	165	255	NA	0	0	NA	141	141	141	8	0	0
1189	Cigana.3.1.4	3	Cigana	1	4	Ok	Ram0	8/5/2021	5	8	ago	2021	6	NA	NA	NA	0	0	NA	177	177	177	7	0	0
1190	Cigana.3.1.5	3	Cigana	1	5	Ok	Ram0	8/5/2021	5	8	ago	2021	4	185	240	NA	0	0	NA	177	177	177	6	0	0
1191	BGM-1760.3.1.1	3	BGM-1760	1	1	Ok	Ram0	4/3/2021	3	4	abr	2021	5	NA	NA	NA	1	NA	NA	53	53	53	6	5	0
1192	BGM-1760.3.1.2	3	BGM-1760	1	2	Ok	Ram0	6/9/2021	9	6	jun	2021	6	NA	NA	NA	1	NA	NA	120	120	120	7	5	0
1193	BGM-1760.3.1.3	3	BGM-1760	1	3	Ok	Ram0	3/13/2021	13	3	mar	2021	7	60	240	NA	1	NA	NA	32	32	32	8	2	0
1194	BGM-1760.3.1.4	3	BGM-1760	1	4	Ok	Ram0	3/13/2021	13	3	mar	2021	5	20	240	NA	1	NA	NA	32	32	32	6	1	0
1195	BGM-1760.3.1.5	3	BGM-1760	1	5	Ok	Ram0	4/3/2021	3	4	abr	2021	4	80	200	NA	1	NA	NA	53	53	53	5	0	0
1196	NegaMaluca.3.1.1	3	NegaMaluca	1	1	Ok	Ram0	6/30/2021	30	6	jun	2021	3	NA	NA	NA	1	NA	NA	141	141	141	4	0	0
1197	NegaMaluca.3.1.2	3	NegaMaluca	1	2	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1198	NegaMaluca.3.1.3	3	NegaMaluca	1	3	Ok	Ram0	9/30/2021	30	9	set	2021	0	NA	NA	NA	0	NA	NA	233	233	233	1	0	0
1199	NegaMaluca.3.1.4	3	NegaMaluca	1	4	Ok	Ram0	6/30/2021	30	6	jun	2021	3	NA	NA	NA	0	0	NA	141	141	141	4	1	3
1200	NegaMaluca.3.1.5	3	NegaMaluca	1	5	Ok	Ram0	11/9/2021	9	11	nov	2021	0	105	105	NA	0	NA	NA	273	273	273	1	0	0
1201	BRS-Kiriris.3.1.1	3	BRS-Kiriris	1	1	Ok	Ram0	6/30/2021	30	6	jun	2021	6	160	250	NA	0	0	NA	141	141	141	7	0	0
1202	BRS-Kiriris.3.1.2	3	BRS-Kiriris	1	2	Ok	Ram0	6/30/2021	30	6	jun	2021	5	180	245	NA	0	0	NA	141	141	141	7	0	0
1203	BRS-Kiriris.3.1.3	3	BRS-Kiriris	1	3	Ok	Ram0	6/30/2021	30	6	jun	2021	5	230	255	NA	1	NA	NA	141	141	141	6	0	0
1204	BRS-Kiriris.3.1.4	3	BRS-Kiriris	1	4	Ok	Ram0	7/20/2021	20	7	jul	2021	1	110	135	NA	0	0	NA	161	161	161	2	0	0
1205	BRS-Kiriris.3.1.5	3	BRS-Kiriris	1	5	Ok	Ram0	6/30/2021	30	6	jun	2021	6	190	255	NA	1	NA	NA	141	141	141	8	0	0
1206	BGM-0598.3.1.1	3	BGM-0598	1	1	Ok	Ram0	6/9/2021	9	6	jun	2021	7	90	255	NA	0	0	NA	120	120	120	8	0	0
1207	BGM-0598.3.1.2	3	BGM-0598	1	2	Ok	Ram0	6/9/2021	9	6	jun	2021	7	140	220	NA	1	NA	NA	120	120	120	8	0	0
1208	BGM-0598.3.1.3	3	BGM-0598	1	3	Ok	Ram0	6/9/2021	9	6	jun	2021	7	125	235	NA	0	0	NA	120	120	120	8	0	0
1209	BGM-0598.3.1.4	3	BGM-0598	1	4	Ok	Ram0	6/9/2021	9	6	jun	2021	6	NA	NA	NA	0	0	NA	120	120	120	7	0	0
1210	BGM-0598.3.1.5	3	BGM-0598	1	5	Ok	Ram0	6/30/2021	30	6	jun	2021	5	155	235	NA	1	NA	NA	141	141	141	6	0	0
1211	BGM-0935.3.1.1	3	BGM-0935	1	1	Ok	Ram0	6/9/2021	9	6	jun	2021	3	NA	NA	NA	1	NA	NA	120	120	120	4	3	3
1212	BGM-0935.3.1.2	3	BGM-0935	1	2	Ok	Ram0	5/5/2021	5	5	mai	2021	3	NA	NA	NA	1	NA	NA	85	85	85	4	1	3
1213	BGM-0935.3.1.3	3	BGM-0935	1	3	Ok	Ram0	5/5/2021	5	5	mai	2021	6	55	240	NA	1	NA	NA	85	85	85	7	1	3
1214	BGM-0935.3.1.4	3	BGM-0935	1	4	Ok	Ram0	5/4/2021	4	5	mai	2021	6	65	240	NA	1	NA	NA	84	84	84	7	3	3
1215	BGM-0935.3.1.5	3	BGM-0935	1	5	Ok	Ram0	5/5/2021	5	5	mai	2021	2	NA	NA	NA	1	NA	NA	85	85	85	3	0	0
1216	BRS-Mulatinha.3.1.1	3	BRS-Mulatinha	1	1	Ok	Ram0	8/31/2021	31	8	ago	2021	5	225	270	NA	0	0	NA	203	203	203	6	0	0
1217	BRS-Mulatinha.3.1.2	3	BRS-Mulatinha	1	2	Ok	Ram0	9/30/2021	30	9	set	2021	2	210	270	NA	1	NA	NA	233	233	233	3	0	0
1218	BRS-Mulatinha.3.1.3	3	BRS-Mulatinha	1	3	Ok	Ram0	8/5/2021	5	8	ago	2021	5	215	255	NA	0	0	NA	177	177	177	6	0	0
1219	BRS-Mulatinha.3.1.4	3	BRS-Mulatinha	1	4	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1220	BRS-Mulatinha.3.1.5	3	BRS-Mulatinha	1	5	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1221	BGM-1118.3.1.1	3	BGM-1118	1	1	Ok	Ram0	7/20/2021	20	7	jul	2021	3	90	170	NA	0	0	NA	161	161	161	4	0	0
1222	BGM-1118.3.1.2	3	BGM-1118	1	2	Ok	Ram0	8/5/2021	5	8	ago	2021	1	NA	NA	NA	0	0	NA	177	177	177	2	0	0
1223	BGM-1118.3.1.3	3	BGM-1118	1	3	Ok	Ram0	8/5/2021	5	8	ago	2021	3	125	NA	NA	1	NA	NA	177	177	177	4	1	3
1224	BGM-1118.3.1.4	3	BGM-1118	1	4	Ok	Ram0	6/30/2021	30	6	jun	2021	3	NA	NA	NA	0	0	NA	141	141	141	4	0	0
1225	BGM-1118.3.1.5	3	BGM-1118	1	5	Ok	Ram0	7/20/2021	20	7	jul	2021	1	NA	NA	NA	0	0	NA	161	161	161	2	0	0
1226	2011-34-45.3.1.1	3	2011-34-45	1	1	Ok	Ram0	6/30/2021	30	6	jun	2021	5	90	230	NA	0	0	NA	141	141	141	7	1	0
1227	2011-34-45.3.1.2	3	2011-34-45	1	2	Ok	Ram0	6/9/2021	9	6	jun	2021	5	110	245	NA	0	0	NA	120	120	120	6	0	0
1228	2011-34-45.3.1.3	3	2011-34-45	1	3	Ok	Ram0	6/9/2021	9	6	jun	2021	1	90	140	NA	0	0	NA	120	120	120	2	0	0
1229	2011-34-45.3.1.4	3	2011-34-45	1	4	Ok	Ram0	7/20/2021	20	7	jul	2021	5	155	255	NA	1	NA	NA	161	161	161	6	0	0
1230	2011-34-45.3.1.5	3	2011-34-45	1	5	Ok	Ram0	6/9/2021	9	6	jun	2021	5	100	250	NA	0	0	NA	120	120	120	6	0	0
1231	Equador72.3.1.1	3	Equador72	1	1	Ok	Ram0	6/9/2021	9	6	jun	2021	4	85	180	NA	0	0	NA	120	120	120	5	0	0
1232	Equador72.3.1.2	3	Equador72	1	2	Ok	Ram0	6/9/2021	9	6	jun	2021	2	NA	NA	NA	0	0	NA	120	120	120	3	0	0
1233	Equador72.3.1.3	3	Equador72	1	3	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1234	Equador72.3.1.4	3	Equador72	1	4	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1235	Equador72.3.1.5	3	Equador72	1	5	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1236	BGM-0593.3.1.1	3	BGM-0593	1	1	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1237	BGM-0593.3.1.2	3	BGM-0593	1	2	Ok	Ram0	9/30/2021	30	9	set	2021	4	NA	NA	NA	2	NA	NA	233	233	233	5	0	0
1238	BGM-0593.3.1.3	3	BGM-0593	1	3	Ok	Ram0	9/30/2021	30	9	set	2021	5	180	240	NA	1	NA	NA	233	233	233	6	0	0
1239	BGM-0593.3.1.4	3	BGM-0593	1	4	Ok	Ram0	9/30/2021	30	9	set	2021	5	170	250	NA	1	NA	NA	233	233	233	6	0	0
1240	BGM-0593.3.1.5	3	BGM-0593	1	5	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1241	BGM-0062.3.1.1	3	BGM-0062	1	1	Ok	Ram0	7/20/2021	20	7	jul	2021	2	NA	NA	NA	1	NA	NA	161	161	161	3	0	0
1242	BGM-0062.3.1.2	3	BGM-0062	1	2	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1243	BGM-0062.3.1.3	3	BGM-0062	1	3	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1244	BGM-0062.3.1.4	3	BGM-0062	1	4	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1245	BGM-0062.3.1.5	3	BGM-0062	1	5	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1246	BGM-0702.3.1.1	3	BGM-0702	1	1	Ok	Ram0	6/9/2021	9	6	jun	2021	4	NA	NA	NA	1	NA	NA	120	120	120	5	2	0
1247	BGM-0702.3.1.2	3	BGM-0702	1	2	Ok	Ram0	6/30/2021	30	6	jun	2021	4	155	205	NA	1	NA	NA	141	141	141	5	1	1
1248	BGM-0702.3.1.3	3	BGM-0702	1	3	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	1	3
1249	BGM-0702.3.1.4	3	BGM-0702	1	4	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1250	BGM-0702.3.1.5	3	BGM-0702	1	5	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1251	Correntao.3.2.1	3	Correntao	2	1	Ok	Ram0	7/20/2021	20	7	jul	2021	4	230	280	NA	1	NA	NA	161	161	161	5	0	0
1252	Correntao.3.2.2	3	Correntao	2	2	Ok	Ram0	7/20/2021	20	7	jul	2021	2	180	240	NA	0	0	NA	161	161	161	3	0	0
1253	Correntao.3.2.3	3	Correntao	2	3	Ok	Ram0	6/30/2021	30	6	jun	2021	2	195	250	NA	1	NA	NA	141	141	141	3	0	0
1254	Correntao.3.2.4	3	Correntao	2	4	Ok	Ram0	7/20/2021	20	7	jul	2021	6	185	270	NA	0	0	NA	161	161	161	7	0	0
1255	Correntao.3.2.5	3	Correntao	2	5	Ok	Ram0	6/30/2021	30	6	jun	2021	5	190	330	NA	0	0	NA	141	141	141	6	0	0
1256	NegaMaluca.3.2.1	3	NegaMaluca	2	1	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
1257	NegaMaluca.3.2.2	3	NegaMaluca	2	2	Ok	Ram0	6/30/2021	30	6	jun	2021	1	100	200	NA	0	0	NA	141	141	141	2	0	0
1258	NegaMaluca.3.2.3	3	NegaMaluca	2	3	Ok	Ram0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	450	0	0	0
