Dataplantio	Epoca	ano	mes	dia	Ndia	Quinzena	T.max	t.min	Prec.	Tmed	Tbase	ADD	ADDTot	Prec.Ac	Estacao
18/09/2020	1	2021	mai	19	244	Q17	27.6	17.9	0	22	13	9	2869.74	477.4	Outono
18/09/2020	1	2021	mai	20	245	Q17	28.8	18.6	0	22.8	13	9.8	2879.54	477.4	Outono
18/09/2020	1	2021	mai	21	246	Q17	29.9	19.4	0	23.22	13	10.22	2889.76	477.4	Outono
18/09/2020	1	2021	mai	22	247	Q17	29.3	18.8	0	23.08	13	10.08	2899.84	477.4	Outono
18/09/2020	1	2021	mai	23	248	Q17	30.2	19.4	0	24.02	13	11.02	2910.86	477.4	Outono
18/09/2020	1	2021	mai	24	249	Q17	30	18.7	0	24	13	11	2921.86	477.4	Outono
18/09/2020	1	2021	mai	25	250	Q17	29.8	19.6	0	23.4	13	10.4	2932.26	477.4	Outono
18/09/2020	1	2021	mai	26	251	Q17	28	21.4	3.9	23.24	13	10.24	2942.5	481.3	Outono
18/09/2020	1	2021	mai	27	252	Q17	28.4	19.2	0	22.4	13	9.4	2951.9	481.3	Outono
18/09/2020	1	2021	mai	28	253	Q17	29.1	17.3	0	22.66	13	9.66	2961.56	481.3	Outono
18/09/2020	1	2021	mai	29	254	Q17	28.8	18.4	0	23.04	13	10.04	2971.6	481.3	Outono
18/09/2020	1	2021	mai	30	255	Q17	29.4	19.6	0	23.98	13	10.98	2982.58	481.3	Outono
18/09/2020	1	2021	mai	31	256	Q17	28.2	20.4	0	23.44	13	10.44	2993.02	481.3	Outono
18/09/2020	1	2021	jun	1	257	Q18	27.6	20.7	0.2	23.1	13	10.1	3003.12	481.5	Outono
18/09/2020	1	2021	jun	2	258	Q18	25.8	21.5	2.2	22.56	13	9.56	3012.68	483.7	Outono
18/09/2020	1	2021	jun	3	259	Q18	28.6	21.2	0.4	23.16	13	10.16	3022.84	484.1	Outono
18/09/2020	1	2021	jun	4	260	Q18	27.2	20.4	1.6	23.1	13	10.1	3032.94	485.7	Outono
18/09/2020	1	2021	jun	5	261	Q18	27.8	20.4	10	23	13	10	3042.94	495.7	Outono
18/09/2020	1	2021	jun	6	262	Q18	27.2	21	3	22.88	13	9.88	3052.82	498.7	Outono
18/09/2020	1	2021	jun	7	263	Q18	27.7	21	6.1	23.12	13	10.12	3062.94	504.8	Outono
18/09/2020	1	2021	jun	8	264	Q18	27.6	20.9	0.4	23.28	13	10.28	3073.22	505.2	Outono
18/09/2020	1	2021	jun	9	265	Q18	27.9	21.1	0	23.2	13	10.2	3083.42	505.2	Outono
18/09/2020	1	2021	jun	10	266	Q18	26.2	20.3	3.4	21.56	13	8.56	3091.98	508.6	Outono
18/09/2020	1	2021	jun	11	267	Q18	28.1	19.7	0.9	22.22	13	9.22	3101.2	509.5	Outono
18/09/2020	1	2021	jun	12	268	Q18	29	19.4	0	22.54	13	9.54	3110.74	509.5	Outono
18/09/2020	1	2021	jun	13	269	Q18	26.2	19.6	1	22.12	13	9.12	3119.86	510.5	Outono
18/09/2020	1	2021	jun	14	270	Q18	24.7	20.7	14.8	22	13	9	3128.86	525.3	Outono
18/09/2020	1	2021	jun	15	271	Q18	25.2	19.9	1.6	21.48	13	8.48	3137.34	526.9	Outono
18/09/2020	1	2021	jun	16	272	Q19	27.4	18.4	0.3	22.28	13	9.28	3146.62	527.2	Outono
18/09/2020	1	2021	jun	17	273	Q19	27.2	18.8	0	21.94	13	8.94	3155.56	527.2	Outono
18/09/2020	1	2021	jun	18	274	Q19	26.9	18.7	0	22.16	13	9.16	3164.72	527.2	Outono
18/09/2020	1	2021	jun	19	275	Q19	27.3	19.3	0.9	22.28	13	9.28	3174	528.1	Outono
18/09/2020	1	2021	jun	20	276	Q19	26.6	20.1	3.7	22.86	13	9.86	3183.86	531.8	Outono
18/09/2020	1	2021	jun	21	277	Q19	27.1	20.1	0	23.38	13	10.38	3194.24	531.8	Outono
18/09/2020	1	2021	jun	22	278	Q19	24.6	20.6	3.6	22.56	13	9.56	3203.8	535.4	Outono
18/09/2020	1	2021	jun	23	279	Q19	26.6	21	13.9	23.28	13	10.28	3214.08	549.3	Outono
18/09/2020	1	2021	jun	24	280	Q19	25.5	20.8	0.4	22.06	13	9.06	3223.14	549.7	Outono
18/09/2020	1	2021	jun	25	281	Q19	26.4	18.8	0	25.54	13	12.54	3235.68	549.7	Outono
18/09/2020	1	2021	jun	26	282	Q19	25.1	17.2	0	20.76	13	7.76	3243.44	549.7	Outono
18/09/2020	1	2021	jun	27	283	Q19	26.1	18.7	1.8	21.38	13	8.38	3251.82	551.5	Outono
18/09/2020	1	2021	jun	28	284	Q19	24.5	19.5	12	20.84	13	7.84	3259.66	563.5	Outono
18/09/2020	1	2021	jun	29	285	Q19	24.2	19.1	5.1	21.48	13	8.48	3268.14	568.6	Outono
18/09/2020	1	2021	jun	30	286	Q19	21.2	18.8	0	21.1	13	8.1	3276.24	568.6	Outono
18/09/2020	1	2021	jul	1	287	Q20	24	20.6	0.3	21.14	13	8.14	3284.38	568.9	Inverno
18/09/2020	1	2021	jul	2	288	Q20	22.4	19.9	18	20.7	13	7.7	3292.08	586.9	Inverno
18/09/2020	1	2021	jul	3	289	Q20	25.3	17.5	4.8	21.2	13	8.2	3300.28	591.7	Inverno
18/09/2020	1	2021	jul	4	290	Q20	24.9	18.8	0	20.94	13	7.94	3308.22	591.7	Inverno
18/09/2020	1	2021	jul	5	291	Q20	22.6	19.2	2	20.46	13	7.46	3315.68	593.7	Inverno
18/09/2020	1	2021	jul	6	292	Q20	23	19.8	20	20.82	13	7.82	3323.5	613.7	Inverno
18/09/2020	1	2021	jul	7	293	Q20	24	19.4	1.5	20.92	13	7.92	3331.42	615.2	Inverno
18/09/2020	1	2021	jul	8	294	Q20	25	18	0.2	20.96	13	7.96	3339.38	615.4	Inverno
18/09/2020	1	2021	jul	9	295	Q20	25	19.2	0.8	21.7	13	8.7	3348.08	616.2	Inverno
18/09/2020	1	2021	jul	10	296	Q20	25.6	19.6	2.4	21.76	13	8.76	3356.84	618.6	Inverno
18/09/2020	1	2021	jul	11	297	Q20	25.3	19.6	0	21.84	13	8.84	3365.68	618.6	Inverno
18/09/2020	1	2021	jul	12	298	Q20	27.3	18.7	0.4	22.64	13	9.64	3375.32	619	Inverno
18/09/2020	1	2021	jul	13	299	Q20	27	18.4	0	21.6	13	8.6	3383.92	619	Inverno
18/09/2020	1	2021	jul	14	300	Q20	26.9	20.2	9.6	22.24	13	9.24	3393.16	628.6	Inverno
18/09/2020	1	2021	jul	15	301	Q20	25.2	20.2	2.7	21.64	13	8.64	3401.8	631.3	Inverno
18/09/2020	1	2021	jul	16	302	Q21	27.4	17.2	2.4	21.58	13	8.58	3410.38	633.7	Inverno
18/09/2020	1	2021	jul	17	303	Q21	27.4	16.8	0	22.18	13	9.18	3419.56	633.7	Inverno
18/09/2020	1	2021	jul	18	304	Q21	25.2	17.8	0	21.24	13	8.24	3427.8	633.7	Inverno
18/09/2020	1	2021	jul	19	305	Q21	28.4	19.9	0	22.32	13	9.32	3437.12	633.7	Inverno
18/09/2020	1	2021	jul	20	306	Q21	28	20.8	0	23.16	13	10.16	3447.28	633.7	Inverno
18/09/2020	1	2021	jul	21	307	Q21	24	20.7	0.2	21.36	13	8.36	3455.64	633.9	Inverno
18/09/2020	1	2021	jul	22	308	Q21	25.2	19.4	6.4	19.82	13	6.82	3462.46	640.3	Inverno
18/09/2020	1	2021	jul	23	309	Q21	23.6	19.1	11.3	18.84	13	5.84	3468.3	651.6	Inverno
18/09/2020	1	2021	jul	24	310	Q21	22.3	18	14.1	19.56	13	6.56	3474.86	665.7	Inverno
18/09/2020	1	2021	jul	25	311	Q21	26.4	19.5	28.7	21.34	13	8.34	3483.2	694.4	Inverno
18/09/2020	1	2021	jul	26	312	Q21	25.8	19.1	6.8	21.3	13	8.3	3491.5	701.2	Inverno
18/09/2020	1	2021	jul	27	313	Q21	25	18.4	0.4	21.08	13	8.08	3499.58	701.6	Inverno
18/09/2020	1	2021	jul	28	314	Q21	28.8	17.8	4.2	22.36	13	9.36	3508.94	705.8	Inverno
18/09/2020	1	2021	jul	29	315	Q21	28.6	19.1	0.2	22.12	13	9.12	3518.06	706	Inverno
18/09/2020	1	2021	jul	30	316	Q21	27.8	21.1	0	22.34	13	9.34	3527.4	706	Inverno
18/09/2020	1	2021	jul	31	317	Q21	21.4	18.8	13.1	19.58	13	6.58	3533.98	719.1	Inverno
18/09/2020	1	2021	ago	1	318	Q22	24.2	17.7	17.1	19.98	13	6.98	3540.96	590.6	Inverno
18/09/2020	1	2021	ago	2	319	Q22	21.4	17.8	10.7	18.42	13	5.42	3546.38	601.3	Inverno
18/09/2020	1	2021	ago	3	320	Q22	26	18	16.7	20.5	13	7.5	3553.88	618	Inverno
18/09/2020	1	2021	ago	4	321	Q22	25.6	17.6	0	20.78	13	7.78	3561.66	618	Inverno
18/09/2020	1	2021	ago	5	322	Q22	25.4	18.4	1.5	20.8	13	7.8	3569.46	619.5	Inverno
18/09/2020	1	2021	ago	6	323	Q22	26.4	19.1	8.6	20.98	13	7.98	3577.44	628.1	Inverno
18/09/2020	1	2021	ago	7	324	Q22	23.3	16.5	3	19.86	13	6.86	3584.3	631.1	Inverno
18/09/2020	1	2021	ago	8	325	Q22	25.8	18	32	21.34	13	8.34	3592.64	663.1	Inverno
18/09/2020	1	2021	ago	9	326	Q22	25.2	19.3	3	21.554	13	8.554	3601.194	666.1	Inverno
18/09/2020	1	2021	ago	10	327	Q22	26.8	17.9	0	21.06	13	8.06	3609.254	666.1	Inverno
18/09/2020	1	2021	ago	11	328	Q22	27.5	17	0	21.42	13	8.42	3617.674	666.1	Inverno
18/09/2020	1	2021	ago	12	329	Q22	27.4	17.8	0.4	21.42	13	8.42	3626.094	666.5	Inverno
18/09/2020	1	2021	ago	13	330	Q22	25.9	18.5	2	21.2	13	8.2	3634.294	668.5	Inverno
18/09/2020	1	2021	ago	14	331	Q22	23.6	18	2.6	20.36	13	7.36	3641.654	671.1	Inverno
18/09/2020	1	2021	ago	15	332	Q22	26.7	18.8	2.2	21.36	13	8.36	3650.014	673.3	Inverno
18/09/2020	1	2021	ago	16	333	Q23	26.2	17.1	0.2	21.08	13	8.08	3658.094	673.5	Inverno
18/09/2020	1	2021	ago	17	334	Q23	26.4	17	0	21.76	13	8.76	3666.854	673.5	Inverno
18/09/2020	1	2021	ago	18	335	Q23	26	18.8	0.7	21.66	13	8.66	3675.514	674.2	Inverno
18/09/2020	1	2021	ago	19	336	Q23	26.6	19.4	4.8	21.92	13	8.92	3684.434	679	Inverno
18/09/2020	1	2021	ago	20	337	Q23	26.9	18.3	0.3	22	13	9	3693.434	679.3	Inverno
18/09/2020	1	2021	ago	21	338	Q23	26.6	18.6	2.4	21.34	13	8.34	3701.774	681.7	Inverno
18/09/2020	1	2021	ago	22	339	Q23	26	19.4	2.4	21.98	13	8.98	3710.754	684.1	Inverno
18/09/2020	1	2021	ago	23	340	Q23	26.3	19.2	6.2	21.68	13	8.68	3719.434	690.3	Inverno
18/09/2020	1	2021	ago	24	341	Q23	26.2	18.8	1	21.42	13	8.42	3727.854	691.3	Inverno
18/09/2020	1	2021	ago	25	342	Q23	25.5	18.3	0	21.22	13	8.22	3736.074	691.3	Inverno
18/09/2020	1	2021	ago	26	343	Q23	27.8	19.4	3.4	22.3	13	9.3	3745.374	694.7	Inverno
18/09/2020	1	2021	ago	27	344	Q23	26.2	19.5	0	22.06	13	9.06	3754.434	694.7	Inverno
18/09/2020	1	2021	ago	28	345	Q23	27.5	20.3	4.4	22.66	13	9.66	3764.094	699.1	Inverno
18/09/2020	1	2021	ago	29	346	Q23	26.6	20.4	0.5	22.32	13	9.32	3773.414	699.6	Inverno
18/09/2020	1	2021	ago	30	347	Q23	27.2	19.7	0	22.68	13	9.68	3783.094	699.6	Inverno
18/09/2020	1	2021	ago	31	348	Q23	27	20.4	0	22.36	13	9.36	3792.454	699.6	Inverno
18/09/2020	1	2021	set	1	349	Q24	27	20.3	3.8	23	13	10	3802.454	703.4	Primavera
18/09/2020	1	2021	set	2	350	Q24	25.8	20	1.5	21.82	13	8.82	3811.274	704.9	Primavera
18/09/2020	1	2021	set	3	351	Q24	25.2	18.5	1.2	21.98	13	8.98	3820.254	706.1	Primavera
18/09/2020	1	2021	set	4	352	Q24	24.4	20.7	1.1	22.72	13	9.72	3829.974	707.2	Primavera
18/09/2020	1	2021	set	5	353	Q24	30.1	21.7	0	24.6	13	11.6	3841.574	707.2	Primavera
18/09/2020	1	2021	set	6	354	Q24	29.5	21.4	0	24.06	13	11.06	3852.634	707.2	Primavera
18/09/2020	1	2021	set	7	355	Q24	28.6	21	0	23.28	13	10.28	3862.914	707.2	Primavera
18/09/2020	1	2021	set	8	356	Q24	28.3	21.1	0	23.62	13	10.62	3873.534	707.2	Primavera
18/09/2020	1	2021	set	9	357	Q24	24.2	19.4	0	21.76	13	8.76	3882.294	707.2	Primavera
18/09/2020	1	2021	set	10	358	Q24	28.7	17.9	0	22.62	13	9.62	3891.914	707.2	Primavera
18/09/2020	1	2021	set	11	359	Q24	29	17.6	0	22.56	13	9.56	3901.474	707.2	Primavera
18/09/2020	1	2021	set	12	360	Q24	29.2	20.7	0	23.78	13	10.78	3912.254	707.2	Primavera
18/09/2020	1	2021	set	13	361	Q24	28.4	21.7	2.3	23.6	13	10.6	3922.854	709.5	Primavera
18/09/2020	1	2021	set	14	362	Q24	29.2	19.8	0	23.32	13	10.32	3933.174	709.5	Primavera
18/09/2020	1	2021	set	15	363	Q24	29.3	20.2	0	24.75	13	11.75	3944.924	709.5	Primavera
30/11/2020	2	2020	dez	1	1	Q1	31.6	20.9	0	25.34	13	12.34	12.34	0	Verao
30/11/2020	2	2020	dez	2	2	Q1	31.4	21.2	0	25.12	13	12.12	24.46	0	Verao
30/11/2020	2	2020	dez	3	3	Q1	32.4	22.8	0	26	13	13	37.46	0	Verao
30/11/2020	2	2020	dez	4	4	Q1	32.1	23.4	0	25.66	13	12.66	50.12	0	Verao
30/11/2020	2	2020	dez	5	5	Q1	31.3	22.3	0	24.84	13	11.84	61.96	0	Verao
30/11/2020	2	2020	dez	6	6	Q1	31.7	21.4	0	24.56	13	11.56	73.52	0	Verao
30/11/2020	2	2020	dez	7	7	Q1	31.6	21.3	0	24.44	13	11.44	84.96	0	Verao
30/11/2020	2	2020	dez	8	8	Q1	32.3	21.1	0	25.02	13	12.02	96.98	0	Verao
30/11/2020	2	2020	dez	9	9	Q1	33.7	21.7	0	25.84	13	12.84	109.82	0	Verao
30/11/2020	2	2020	dez	10	10	Q1	33.2	21.4	0	25.92	13	12.92	122.74	0	Verao
30/11/2020	2	2020	dez	11	11	Q1	32.5	21.6	0	25.3	13	12.3	135.04	0	Verao
30/11/2020	2	2020	dez	12	12	Q1	31.9	21.8	0	24.7	13	11.7	146.74	0	Verao
30/11/2020	2	2020	dez	13	13	Q1	31.1	20.2	0	24.44	13	11.44	158.18	0	Verao
30/11/2020	2	2020	dez	14	14	Q1	31.4	20	0	24.84	13	11.84	170.02	0	Verao
30/11/2020	2	2020	dez	15	15	Q1	30.9	20.6	0	24.96	13	11.96	181.98	0	Verao
30/11/2020	2	2020	dez	16	16	Q2	30	21.6	0	24.64	13	11.64	193.62	0	Verao
30/11/2020	2	2020	dez	17	17	Q2	30.4	21.6	0	24.4	13	11.4	205.02	0	Verao
30/11/2020	2	2020	dez	18	18	Q2	32.5	22.4	0.5	26.2	13	13.2	218.22	0.5	Verao
30/11/2020	2	2020	dez	19	19	Q2	34.2	23.1	0	27.14	13	14.14	232.36	0.5	Verao
30/11/2020	2	2020	dez	20	20	Q2	32.9	23.8	0	26.34	13	13.34	245.7	0.5	Verao
30/11/2020	2	2020	dez	21	21	Q2	33	23	0	25.8	13	12.8	258.5	0.5	Verao
30/11/2020	2	2020	dez	22	22	Q2	33.5	22	0	26.18	13	13.18	271.68	0.5	Verao
30/11/2020	2	2020	dez	23	23	Q2	32.9	21.6	0	26.1	13	13.1	284.78	0.5	Verao
30/11/2020	2	2020	dez	24	24	Q2	31.9	20	0	24.98	13	11.98	296.76	0.5	Verao
30/11/2020	2	2020	dez	25	25	Q2	33.3	20.4	0	25.14	13	12.14	308.9	0.5	Verao
30/11/2020	2	2020	dez	26	26	Q2	29.8	22.6	0	24.64	13	11.64	320.54	0.5	Verao
30/11/2020	2	2020	dez	27	27	Q2	32.2	21	5.6	25.68	13	12.68	333.22	6.1	Verao
30/11/2020	2	2020	dez	28	28	Q2	31.4	22.4	0	25.34	13	12.34	345.56	6.1	Verao
30/11/2020	2	2020	dez	29	29	Q2	31.4	21	0	24.8	13	11.8	357.36	6.1	Verao
30/11/2020	2	2020	dez	30	30	Q2	32.1	20.5	0	25.02	13	12.02	369.38	6.1	Verao
30/11/2020	2	2020	dez	31	31	Q2	30.9	21.4	0	25.18	13	12.18	381.56	6.1	Verao
30/11/2020	2	2021	jan	1	32	Q3	32.4	22.2	0	25.86	13	12.86	394.42	6.1	Verao
30/11/2020	2	2021	jan	2	33	Q3	32.3	21.8	0	25.7	13	12.7	407.12	6.1	Verao
30/11/2020	2	2021	jan	3	34	Q3	32.6	21.7	0	25.72	13	12.72	419.84	6.1	Verao
30/11/2020	2	2021	jan	4	35	Q3	32.9	22	0	26.12	13	13.12	432.96	6.1	Verao
30/11/2020	2	2021	jan	5	36	Q3	32.3	22.5	1	25.6	13	12.6	445.56	7.1	Verao
30/11/2020	2	2021	jan	6	37	Q3	32.4	21.2	0	25.28	13	12.28	457.84	7.1	Verao
30/11/2020	2	2021	jan	7	38	Q3	33.9	20.6	0	25.94	13	12.94	470.78	7.1	Verao
30/11/2020	2	2021	jan	8	39	Q3	34.5	22	0	26.5	13	13.5	484.28	7.1	Verao
30/11/2020	2	2021	jan	9	40	Q3	34.3	22.8	0	26.94	13	13.94	498.22	7.1	Verao
30/11/2020	2	2021	jan	10	41	Q3	33.3	23.1	0	26.9	13	13.9	512.12	7.1	Verao
30/11/2020	2	2021	jan	11	42	Q3	31.5	23.5	0	26.42	13	13.42	525.54	7.1	Verao
30/11/2020	2	2021	jan	12	43	Q3	27.3	22.7	2.6	24.36	13	11.36	536.9	9.7	Verao
30/11/2020	2	2021	jan	13	44	Q3	30.7	21.8	6.6	25.5	13	12.5	549.4	16.3	Verao
30/11/2020	2	2021	jan	14	45	Q3	32.5	21.8	0	25.78	13	12.78	562.18	16.3	Verao
30/11/2020	2	2021	jan	15	46	Q3	28.2	23	0.5	23.88	13	10.88	573.06	16.8	Verao
30/11/2020	2	2021	jan	16	47	Q4	30	21.4	5	24.24	13	11.24	584.3	21.8	Verao
30/11/2020	2	2021	jan	17	48	Q4	31	21.5	1.5	24.94	13	11.94	596.24	23.3	Verao
30/11/2020	2	2021	jan	18	49	Q4	31.2	21.8	7.4	25.12	13	12.12	608.36	30.7	Verao
30/11/2020	2	2021	jan	19	50	Q4	31	20.6	0	25	13	12	620.36	30.7	Verao
30/11/2020	2	2021	jan	20	51	Q4	28.2	21.3	1.4	23.66	13	10.66	631.02	32.1	Verao
30/11/2020	2	2021	jan	21	52	Q4	30.4	21.5	0.7	24.94	13	11.94	642.96	32.8	Verao
30/11/2020	2	2021	jan	22	53	Q4	29	21.6	0.2	24.44	13	11.44	654.4	33	Verao
30/11/2020	2	2021	jan	23	54	Q4	30	21.2	0	24.24	13	11.24	665.64	33	Verao
30/11/2020	2	2021	jan	24	55	Q4	30.1	21.8	0	24.32	13	11.32	676.96	33	Verao
30/11/2020	2	2021	jan	25	56	Q4	31.1	22	1.4	24.9	13	11.9	688.86	34.4	Verao
30/11/2020	2	2021	jan	26	57	Q4	29.2	21.8	4.2	24.44	13	11.44	700.3	38.6	Verao
30/11/2020	2	2021	jan	27	58	Q4	30.8	21	0	24.8	13	11.8	712.1	38.6	Verao
30/11/2020	2	2021	jan	28	59	Q4	31.2	21.6	0.4	24.68	13	11.68	723.78	39	Verao
30/11/2020	2	2021	jan	29	60	Q4	32	22	0	25.64	13	12.64	736.42	39	Verao
30/11/2020	2	2021	jan	30	61	Q4	32.6	21.9	0	25.84	13	12.84	749.26	39	Verao
30/11/2020	2	2021	jan	31	62	Q4	31.8	22.6	0	25.76	13	12.76	762.02	39	Verao
30/11/2020	2	2021	fev	1	63	Q5	30.3	22.3	0	25.44	13	12.44	774.46	39	Verao
30/11/2020	2	2021	fev	2	64	Q5	30.4	22.4	0.6	25.4	13	12.4	786.86	39.6	Verao
30/11/2020	2	2021	fev	3	65	Q5	33	23.4	1.2	26.42	13	13.42	800.28	40.8	Verao
30/11/2020	2	2021	fev	4	66	Q5	31	22.2	0	25.44	13	12.44	812.72	40.8	Verao
30/11/2020	2	2021	fev	5	67	Q5	34	23.2	0	27.12	13	14.12	826.84	40.8	Verao
30/11/2020	2	2021	fev	6	68	Q5	33.8	23	0	26.96	13	13.96	840.8	40.8	Verao
30/11/2020	2	2021	fev	7	69	Q5	32.5	23.8	0	26.86	13	13.86	854.66	40.8	Verao
30/11/2020	2	2021	fev	8	70	Q5	33.2	24.3	0	26.82	13	13.82	868.48	40.8	Verao
30/11/2020	2	2021	fev	9	71	Q5	22.1	22.2	0	23.82	13	10.82	879.3	40.8	Verao
30/11/2020	2	2021	fev	10	72	Q5	33.1	21.1	0	25.96	13	12.96	892.26	40.8	Verao
30/11/2020	2	2021	fev	11	73	Q5	32	22	0	25.4	13	12.4	904.66	40.8	Verao
30/11/2020	2	2021	fev	12	74	Q5	32.1	20.6	0	25.62	13	12.62	917.28	40.8	Verao
30/11/2020	2	2021	fev	13	75	Q5	31.7	21.2	0	25.14	13	12.14	929.42	40.8	Verao
30/11/2020	2	2021	fev	14	76	Q5	33.1	21.2	0	25.88	13	12.88	942.3	40.8	Verao
30/11/2020	2	2021	fev	15	77	Q5	33.7	21.2	0	25.48	13	12.48	954.78	40.8	Verao
30/11/2020	2	2021	fev	16	78	Q6	33.8	21.3	0	26.28	13	13.28	968.06	40.8	Verao
30/11/2020	2	2021	fev	17	79	Q6	34.8	24.8	0	26.7	13	13.7	981.76	40.8	Verao
30/11/2020	2	2021	fev	18	80	Q6	32.9	23	3.8	25.74	13	12.74	994.5	44.6	Verao
30/11/2020	2	2021	fev	19	81	Q6	32.7	21.8	10.4	25.94	13	12.94	1007.44	55	Verao
30/11/2020	2	2021	fev	20	82	Q6	33.3	23.2	1.2	25.86	13	12.86	1020.3	56.2	Verao
30/11/2020	2	2021	fev	21	83	Q6	32.5	22.8	0	26.06	13	13.06	1033.36	56.2	Verao
30/11/2020	2	2021	fev	22	84	Q6	32.5	21.7	0	25.74	13	12.74	1046.1	56.2	Verao
30/11/2020	2	2021	fev	23	85	Q6	32.7	21.6	0	25.9	13	12.9	1059	56.2	Verao
30/11/2020	2	2021	fev	24	86	Q6	32.6	21.5	0	26.26	13	13.26	1072.26	56.2	Verao
30/11/2020	2	2021	fev	25	87	Q6	32.1	22.2	0	26.38	13	13.38	1085.64	56.2	Verao
30/11/2020	2	2021	fev	26	88	Q6	32.1	21.8	0	25.86	13	12.86	1098.5	56.2	Verao
30/11/2020	2	2021	fev	27	89	Q6	29.9	21.8	0	25.22	13	12.22	1110.72	56.2	Verao
30/11/2020	2	2021	fev	28	90	Q6	28.6	21.2	0	24.52	13	11.52	1122.24	56.2	Verao
30/11/2020	2	2021	mar	1	91	Q7	28	22.2	21.3	23.5	13	10.5	1132.74	77.5	Verao
30/11/2020	2	2021	mar	2	92	Q7	30.6	20.4	5.4	24.56	13	11.56	1144.3	82.9	Verao
30/11/2020	2	2021	mar	3	93	Q7	28.6	20.9	0	24.36	13	11.36	1155.66	82.9	Verao
30/11/2020	2	2021	mar	4	94	Q7	30.6	22.2	0	24.84	13	11.84	1167.5	82.9	Verao
30/11/2020	2	2021	mar	5	95	Q7	31.9	21	0	24.9	13	11.9	1179.4	82.9	Verao
30/11/2020	2	2021	mar	6	96	Q7	33.7	21.3	0	26.44	13	13.44	1192.84	82.9	Verao
30/11/2020	2	2021	mar	7	97	Q7	34.7	22.8	0	26.7	13	13.7	1206.54	82.9	Verao
30/11/2020	2	2021	mar	8	98	Q7	32.5	23.6	0	26.22	13	13.22	1219.76	82.9	Verao
30/11/2020	2	2021	mar	9	99	Q7	32.6	22.6	0	25.76	13	12.76	1232.52	82.9	Verao
30/11/2020	2	2021	mar	10	100	Q7	33.1	20.6	0	25.68	13	12.68	1245.2	82.9	Verao
30/11/2020	2	2021	mar	11	101	Q7	32.7	22	0	26.42	13	13.42	1258.62	82.9	Verao
30/11/2020	2	2021	mar	12	102	Q7	33	22.5	0	25.38	13	12.38	1271	82.9	Verao
30/11/2020	2	2021	mar	13	103	Q7	31.7	20.6	0	24.96	13	11.96	1282.96	82.9	Verao
30/11/2020	2	2021	mar	14	104	Q7	31.5	21.2	0.4	24.9	13	11.9	1294.86	83.3	Verao
30/11/2020	2	2021	mar	15	105	Q7	32	20	0	25.14	13	12.14	1307	83.3	Verao
30/11/2020	2	2021	mar	16	106	Q8	32.1	20.7	0	25.76	13	12.76	1319.76	83.3	Verao
30/11/2020	2	2021	mar	17	107	Q8	32.6	22.9	0	26.32	13	13.32	1333.08	83.3	Verao
30/11/2020	2	2021	mar	18	108	Q8	31.4	22.2	0	25.68	13	12.68	1345.76	83.3	Verao
30/11/2020	2	2021	mar	19	109	Q8	29.9	22.2	3.1	24.98	13	11.98	1357.74	86.4	Verao
30/11/2020	2	2021	mar	20	110	Q8	30.5	21.9	6.7	24.74	13	11.74	1369.48	93.1	Verao
30/11/2020	2	2021	mar	21	111	Q8	30.6	22.4	3.6	24.84	13	11.84	1381.32	96.7	Verao
30/11/2020	2	2021	mar	22	112	Q8	29.2	22	1.6	24.48	13	11.48	1392.8	98.3	Verao
30/11/2020	2	2021	mar	23	113	Q8	30.5	20.8	5.3	24.68	13	11.68	1404.48	103.6	Verao
30/11/2020	2	2021	mar	24	114	Q8	31	21.2	0	25.06	13	12.06	1416.54	103.6	Verao
30/11/2020	2	2021	mar	25	115	Q8	30	20.4	0	24.24	13	11.24	1427.78	103.6	Verao
30/11/2020	2	2021	mar	26	116	Q8	30.6	20.5	0.2	24.46	13	11.46	1439.24	103.8	Verao
30/11/2020	2	2021	mar	27	117	Q8	30.6	21	0	24.8	13	11.8	1451.04	103.8	Verao
30/11/2020	2	2021	mar	28	118	Q8	31.6	19.7	0	24.42	13	11.42	1462.46	103.8	Verao
30/11/2020	2	2021	mar	29	119	Q8	33.1	20.7	0	25.36	13	12.36	1474.82	103.8	Verao
30/11/2020	2	2021	mar	30	120	Q8	33.7	20.8	0	26	13	13	1487.82	103.8	Verao
30/11/2020	2	2021	mar	31	121	Q8	34.7	23.8	0	26.64	13	13.64	1501.46	103.8	Verao
30/11/2020	2	2021	abr	1	122	Q9	33.9	24.7	0	27.28	13	14.28	1515.74	103.8	Outono
30/11/2020	2	2021	abr	2	123	Q9	34.5	24.8	0	27.3	13	14.3	1530.04	103.8	Outono
30/11/2020	2	2021	abr	3	124	Q9	32.3	23	0	25.86	13	12.86	1542.9	103.8	Outono
30/11/2020	2	2021	abr	4	125	Q9	32.6	22.9	0	26.38	13	13.38	1556.28	103.8	Outono
30/11/2020	2	2021	abr	5	126	Q9	32	22.2	0	25.46	13	12.46	1568.74	103.8	Outono
30/11/2020	2	2021	abr	6	127	Q9	28.6	22.4	3.2	24.24	13	11.24	1579.98	107	Outono
30/11/2020	2	2021	abr	7	128	Q9	31.1	21.7	2.8	24.64	13	11.64	1591.62	109.8	Outono
30/11/2020	2	2021	abr	8	129	Q9	29.2	21.6	0	24.04	13	11.04	1602.66	109.8	Outono
30/11/2020	2	2021	abr	9	130	Q9	28.2	21.5	9.8	23.32	13	10.32	1612.98	119.6	Outono
