Dataplantio	Epoca	ano	mes	dia	Ndia	Quinzena	T.max	t.min	Prec.	Tmed	Tbase	ADD	ADDTot	Prec.Ac	Estacao
30/11/2020	2	2021	abr	10	131	Q9	24.4	21.6	24.5	22.42	13	9.42	1622.4	144.1	Outono
30/11/2020	2	2021	abr	11	132	Q9	27.1	21.4	30.6	23.64	13	10.64	1633.04	174.7	Outono
30/11/2020	2	2021	abr	12	133	Q9	29.8	21.1	17.1	23.98	13	10.98	1644.02	191.8	Outono
30/11/2020	2	2021	abr	13	134	Q9	31.4	19.6	6	24.6	13	11.6	1655.62	197.8	Outono
30/11/2020	2	2021	abr	14	135	Q9	30	20.9	0	24.48	13	11.48	1667.1	197.8	Outono
30/11/2020	2	2021	abr	15	136	Q9	27.8	21	0.5	23.2	13	10.2	1677.3	198.3	Outono
30/11/2020	2	2021	abr	16	137	Q10	26.8	20.8	17.3	22.66	13	9.66	1686.96	215.6	Outono
30/11/2020	2	2021	abr	17	138	Q10	27.1	21.2	1.6	23.84	13	10.84	1697.8	217.2	Outono
30/11/2020	2	2021	abr	18	139	Q10	29.6	22.4	0	24.58	13	11.58	1709.38	217.2	Outono
30/11/2020	2	2021	abr	19	140	Q10	32.1	22.1	0.2	25.28	13	12.28	1721.66	217.4	Outono
30/11/2020	2	2021	abr	20	141	Q10	30.8	23.1	18.9	25.46	13	12.46	1734.12	236.3	Outono
30/11/2020	2	2021	abr	21	142	Q10	28.9	22.4	25.6	24.5	13	11.5	1745.62	261.9	Outono
30/11/2020	2	2021	abr	22	143	Q10	30	23.2	1	25.2	13	12.2	1757.82	262.9	Outono
30/11/2020	2	2021	abr	23	144	Q10	29.4	23.6	1.5	25.24	13	12.24	1770.06	264.4	Outono
30/11/2020	2	2021	abr	24	145	Q10	29.3	23.7	8.7	25.02	13	12.02	1782.08	273.1	Outono
30/11/2020	2	2021	abr	25	146	Q10	30.8	22.4	4.2	25.46	13	12.46	1794.54	277.3	Outono
30/11/2020	2	2021	abr	26	147	Q10	30.4	21.4	0	25.3	13	12.3	1806.84	277.3	Outono
30/11/2020	2	2021	abr	27	148	Q10	30.4	19.9	0	24.44	13	11.44	1818.28	277.3	Outono
30/11/2020	2	2021	abr	28	149	Q10	30	21.9	0	24.78	13	11.78	1830.06	277.3	Outono
30/11/2020	2	2021	abr	29	150	Q10	28.6	22.4	4	23.44	13	10.44	1840.5	281.3	Outono
30/11/2020	2	2021	abr	30	151	Q10	28.1	21.8	3	23.22	13	10.22	1850.72	284.3	Outono
30/11/2020	2	2021	mai	1	152	Q11	27.2	21.7	5.9	22.86	13	9.86	1860.58	290.2	Outono
30/11/2020	2	2021	mai	2	153	Q11	27.1	20.9	1.6	22.98	13	9.98	1870.56	291.8	Outono
30/11/2020	2	2021	mai	3	154	Q11	27.3	20.1	1.8	22.9	13	9.9	1880.46	293.6	Outono
30/11/2020	2	2021	mai	4	155	Q11	25	21.4	14	22.54	13	9.54	1890	307.6	Outono
30/11/2020	2	2021	mai	5	156	Q11	27.5	21	8.7	23.78	13	10.78	1900.78	316.3	Outono
30/11/2020	2	2021	mai	6	157	Q11	27.6	20.8	2.2	23.8	13	10.8	1911.58	318.5	Outono
30/11/2020	2	2021	mai	7	158	Q11	29.8	21.1	1.8	24	13	11	1922.58	320.3	Outono
30/11/2020	2	2021	mai	8	159	Q11	29	20	0	23.88	13	10.88	1933.46	320.3	Outono
30/11/2020	2	2021	mai	9	160	Q11	27.5	21.1	2.1	23.02	13	10.02	1943.48	322.4	Outono
30/11/2020	2	2021	mai	10	161	Q11	25	20.7	3.8	22.26	13	9.26	1952.74	326.2	Outono
30/11/2020	2	2021	mai	11	162	Q11	26.4	19.6	3.8	21.82	13	8.82	1961.56	330	Outono
30/11/2020	2	2021	mai	12	163	Q11	25.4	19.1	0.2	22.06	13	9.06	1970.62	330.2	Outono
30/11/2020	2	2021	mai	13	164	Q11	28.8	20.6	0	23.88	13	10.88	1981.5	330.2	Outono
30/11/2020	2	2021	mai	14	165	Q11	26.3	21.6	0	23.02	13	10.02	1991.52	330.2	Outono
30/11/2020	2	2021	mai	15	166	Q11	26.4	20.5	1.6	22.48	13	9.48	2001	331.8	Outono
30/11/2020	2	2021	mai	16	167	Q12	26.2	20.2	0	22.52	13	9.52	2010.52	331.8	Outono
30/11/2020	2	2021	mai	17	168	Q12	27.6	19.8	0	23.06	13	10.06	2020.58	331.8	Outono
30/11/2020	2	2021	mai	18	169	Q12	28.4	19.4	0	22.68	13	9.68	2030.26	331.8	Outono
30/11/2020	2	2021	mai	19	170	Q12	27.6	17.9	0	22	13	9	2039.26	331.8	Outono
30/11/2020	2	2021	mai	20	171	Q12	28.8	18.6	0	22.8	13	9.8	2049.06	331.8	Outono
30/11/2020	2	2021	mai	21	172	Q12	29.9	19.4	0	23.22	13	10.22	2059.28	331.8	Outono
30/11/2020	2	2021	mai	22	173	Q12	29.3	18.8	0	23.08	13	10.08	2069.36	331.8	Outono
30/11/2020	2	2021	mai	23	174	Q12	30.2	19.4	0	24.02	13	11.02	2080.38	331.8	Outono
30/11/2020	2	2021	mai	24	175	Q12	30	18.7	0	24	13	11	2091.38	331.8	Outono
30/11/2020	2	2021	mai	25	176	Q12	29.8	19.6	0	23.4	13	10.4	2101.78	331.8	Outono
30/11/2020	2	2021	mai	26	177	Q12	28	21.4	3.9	23.24	13	10.24	2112.02	335.7	Outono
30/11/2020	2	2021	mai	27	178	Q12	28.4	19.2	0	22.4	13	9.4	2121.42	335.7	Outono
30/11/2020	2	2021	mai	28	179	Q12	29.1	17.3	0	22.66	13	9.66	2131.08	335.7	Outono
30/11/2020	2	2021	mai	29	180	Q12	28.8	18.4	0	23.04	13	10.04	2141.12	335.7	Outono
30/11/2020	2	2021	mai	30	181	Q12	29.4	19.6	0	23.98	13	10.98	2152.1	335.7	Outono
30/11/2020	2	2021	mai	31	182	Q12	28.2	20.4	0	23.44	13	10.44	2162.54	335.7	Outono
30/11/2020	2	2021	jun	1	183	Q13	27.6	20.7	0.2	23.1	13	10.1	2172.64	335.9	Outono
30/11/2020	2	2021	jun	2	184	Q13	25.8	21.5	2.2	22.56	13	9.56	2182.2	338.1	Outono
30/11/2020	2	2021	jun	3	185	Q13	28.6	21.2	0.4	23.16	13	10.16	2192.36	338.5	Outono
30/11/2020	2	2021	jun	4	186	Q13	27.2	20.4	1.6	23.1	13	10.1	2202.46	340.1	Outono
30/11/2020	2	2021	jun	5	187	Q13	27.8	20.4	10	23	13	10	2212.46	350.1	Outono
30/11/2020	2	2021	jun	6	188	Q13	27.2	21	3	22.88	13	9.88	2222.34	353.1	Outono
30/11/2020	2	2021	jun	7	189	Q13	27.7	21	6.1	23.12	13	10.12	2232.46	359.2	Outono
30/11/2020	2	2021	jun	8	190	Q13	27.6	20.9	0.4	23.28	13	10.28	2242.74	359.6	Outono
30/11/2020	2	2021	jun	9	191	Q13	27.9	21.1	0	23.2	13	10.2	2252.94	359.6	Outono
30/11/2020	2	2021	jun	10	192	Q13	26.2	20.3	3.4	21.56	13	8.56	2261.5	363	Outono
30/11/2020	2	2021	jun	11	193	Q13	28.1	19.7	0.9	22.22	13	9.22	2270.72	363.9	Outono
30/11/2020	2	2021	jun	12	194	Q13	29	19.4	0	22.54	13	9.54	2280.26	363.9	Outono
30/11/2020	2	2021	jun	13	195	Q13	26.2	19.6	1	22.12	13	9.12	2289.38	364.9	Outono
30/11/2020	2	2021	jun	14	196	Q13	24.7	20.7	14.8	22	13	9	2298.38	379.7	Outono
30/11/2020	2	2021	jun	15	197	Q13	25.2	19.9	1.6	21.48	13	8.48	2306.86	381.3	Outono
30/11/2020	2	2021	jun	16	198	Q14	27.4	18.4	0.3	22.28	13	9.28	2316.14	381.6	Outono
30/11/2020	2	2021	jun	17	199	Q14	27.2	18.8	0	21.94	13	8.94	2325.08	381.6	Outono
30/11/2020	2	2021	jun	18	200	Q14	26.9	18.7	0	22.16	13	9.16	2334.24	381.6	Outono
30/11/2020	2	2021	jun	19	201	Q14	27.3	19.3	0.9	22.28	13	9.28	2343.52	382.5	Outono
30/11/2020	2	2021	jun	20	202	Q14	26.6	20.1	3.7	22.86	13	9.86	2353.38	386.2	Outono
30/11/2020	2	2021	jun	21	203	Q14	27.1	20.1	0	23.38	13	10.38	2363.76	386.2	Outono
30/11/2020	2	2021	jun	22	204	Q14	24.6	20.6	3.6	22.56	13	9.56	2373.32	389.8	Outono
30/11/2020	2	2021	jun	23	205	Q14	26.6	21	13.9	23.28	13	10.28	2383.6	403.7	Outono
30/11/2020	2	2021	jun	24	206	Q14	25.5	20.8	0.4	22.06	13	9.06	2392.66	404.1	Outono
30/11/2020	2	2021	jun	25	207	Q14	26.4	18.8	0	25.54	13	12.54	2405.2	404.1	Outono
30/11/2020	2	2021	jun	26	208	Q14	25.1	17.2	0	20.76	13	7.76	2412.96	404.1	Outono
30/11/2020	2	2021	jun	27	209	Q14	26.1	18.7	1.8	21.38	13	8.38	2421.34	405.9	Outono
30/11/2020	2	2021	jun	28	210	Q14	24.5	19.5	12	20.84	13	7.84	2429.18	417.9	Outono
30/11/2020	2	2021	jun	29	211	Q14	24.2	19.1	5.1	21.48	13	8.48	2437.66	423	Outono
30/11/2020	2	2021	jun	30	212	Q14	21.2	18.8	0	21.1	13	8.1	2445.76	423	Outono
30/11/2020	2	2021	jul	1	213	Q15	24	20.6	0.3	21.14	13	8.14	2453.9	423.3	Inverno
30/11/2020	2	2021	jul	2	214	Q15	22.4	19.9	18	20.7	13	7.7	2461.6	441.3	Inverno
30/11/2020	2	2021	jul	3	215	Q15	25.3	17.5	4.8	21.2	13	8.2	2469.8	446.1	Inverno
30/11/2020	2	2021	jul	4	216	Q15	24.9	18.8	0	20.94	13	7.94	2477.74	446.1	Inverno
30/11/2020	2	2021	jul	5	217	Q15	22.6	19.2	2	20.46	13	7.46	2485.2	448.1	Inverno
30/11/2020	2	2021	jul	6	218	Q15	23	19.8	20	20.82	13	7.82	2493.02	468.1	Inverno
30/11/2020	2	2021	jul	7	219	Q15	24	19.4	1.5	20.92	13	7.92	2500.94	469.6	Inverno
30/11/2020	2	2021	jul	8	220	Q15	25	18	0.2	20.96	13	7.96	2508.9	469.8	Inverno
30/11/2020	2	2021	jul	9	221	Q15	25	19.2	0.8	21.7	13	8.7	2517.6	470.6	Inverno
30/11/2020	2	2021	jul	10	222	Q15	25.6	19.6	2.4	21.76	13	8.76	2526.36	473	Inverno
30/11/2020	2	2021	jul	11	223	Q15	25.3	19.6	0	21.84	13	8.84	2535.2	473	Inverno
30/11/2020	2	2021	jul	12	224	Q15	27.3	18.7	0.4	22.64	13	9.64	2544.84	473.4	Inverno
30/11/2020	2	2021	jul	13	225	Q15	27	18.4	0	21.6	13	8.6	2553.44	473.4	Inverno
30/11/2020	2	2021	jul	14	226	Q15	26.9	20.2	9.6	22.24	13	9.24	2562.68	483	Inverno
30/11/2020	2	2021	jul	15	227	Q15	25.2	20.2	2.7	21.64	13	8.64	2571.32	485.7	Inverno
30/11/2020	2	2021	jul	16	228	Q16	27.4	17.2	2.4	21.58	13	8.58	2579.9	488.1	Inverno
30/11/2020	2	2021	jul	17	229	Q16	27.4	16.8	0	22.18	13	9.18	2589.08	488.1	Inverno
30/11/2020	2	2021	jul	18	230	Q16	25.2	17.8	0	21.24	13	8.24	2597.32	488.1	Inverno
30/11/2020	2	2021	jul	19	231	Q16	28.4	19.9	0	22.32	13	9.32	2606.64	488.1	Inverno
30/11/2020	2	2021	jul	20	232	Q16	28	20.8	0	23.16	13	10.16	2616.8	488.1	Inverno
30/11/2020	2	2021	jul	21	233	Q16	24	20.7	0.2	21.36	13	8.36	2625.16	488.3	Inverno
30/11/2020	2	2021	jul	22	234	Q16	25.2	19.4	6.4	19.82	13	6.82	2631.98	494.7	Inverno
30/11/2020	2	2021	jul	23	235	Q16	23.6	19.1	11.3	18.84	13	5.84	2637.82	506	Inverno
30/11/2020	2	2021	jul	24	236	Q16	22.3	18	14.1	19.56	13	6.56	2644.38	520.1	Inverno
30/11/2020	2	2021	jul	25	237	Q16	26.4	19.5	28.7	21.34	13	8.34	2652.72	548.8	Inverno
30/11/2020	2	2021	jul	26	238	Q16	25.8	19.1	6.8	21.3	13	8.3	2661.02	555.6	Inverno
30/11/2020	2	2021	jul	27	239	Q16	25	18.4	0.4	21.08	13	8.08	2669.1	556	Inverno
30/11/2020	2	2021	jul	28	240	Q16	28.8	17.8	4.2	22.36	13	9.36	2678.46	560.2	Inverno
30/11/2020	2	2021	jul	29	241	Q16	28.6	19.1	0.2	22.12	13	9.12	2687.58	560.4	Inverno
30/11/2020	2	2021	jul	30	242	Q16	27.8	21.1	0	22.34	13	9.34	2696.92	560.4	Inverno
30/11/2020	2	2021	jul	31	243	Q16	21.4	18.8	13.1	19.58	13	6.58	2703.5	573.5	Inverno
30/11/2020	2	2021	ago	1	244	Q17	24.2	17.7	17.1	19.98	13	6.98	2710.48	590.6	Inverno
30/11/2020	2	2021	ago	2	245	Q17	21.4	17.8	10.7	18.42	13	5.42	2715.9	601.3	Inverno
30/11/2020	2	2021	ago	3	246	Q17	26	18	16.7	20.5	13	7.5	2723.4	618	Inverno
30/11/2020	2	2021	ago	4	247	Q17	25.6	17.6	0	20.78	13	7.78	2731.18	618	Inverno
30/11/2020	2	2021	ago	5	248	Q17	25.4	18.4	1.5	20.8	13	7.8	2738.98	619.5	Inverno
30/11/2020	2	2021	ago	6	249	Q17	26.4	19.1	8.6	20.98	13	7.98	2746.96	628.1	Inverno
30/11/2020	2	2021	ago	7	250	Q17	23.3	16.5	3	19.86	13	6.86	2753.82	631.1	Inverno
30/11/2020	2	2021	ago	8	251	Q17	25.8	18	32	21.34	13	8.34	2762.16	663.1	Inverno
30/11/2020	2	2021	ago	9	252	Q17	25.2	19.3	3	21.554	13	8.554	2770.714	666.1	Inverno
30/11/2020	2	2021	ago	10	253	Q17	26.8	17.9	0	21.06	13	8.06	2778.774	666.1	Inverno
30/11/2020	2	2021	ago	11	254	Q17	27.5	17	0	21.42	13	8.42	2787.194	666.1	Inverno
30/11/2020	2	2021	ago	12	255	Q17	27.4	17.8	0.4	21.42	13	8.42	2795.614	666.5	Inverno
30/11/2020	2	2021	ago	13	256	Q17	25.9	18.5	2	21.2	13	8.2	2803.814	668.5	Inverno
30/11/2020	2	2021	ago	14	257	Q17	23.6	18	2.6	20.36	13	7.36	2811.174	671.1	Inverno
30/11/2020	2	2021	ago	15	258	Q17	26.7	18.8	2.2	21.36	13	8.36	2819.534	673.3	Inverno
30/11/2020	2	2021	ago	16	259	Q18	26.2	17.1	0.2	21.08	13	8.08	2827.614	673.5	Inverno
30/11/2020	2	2021	ago	17	260	Q18	26.4	17	0	21.76	13	8.76	2836.374	673.5	Inverno
30/11/2020	2	2021	ago	18	261	Q18	26	18.8	0.7	21.66	13	8.66	2845.034	674.2	Inverno
30/11/2020	2	2021	ago	19	262	Q18	26.6	19.4	4.8	21.92	13	8.92	2853.954	679	Inverno
30/11/2020	2	2021	ago	20	263	Q18	26.9	18.3	0.3	22	13	9	2862.954	679.3	Inverno
30/11/2020	2	2021	ago	21	264	Q18	26.6	18.6	2.4	21.34	13	8.34	2871.294	681.7	Inverno
30/11/2020	2	2021	ago	22	265	Q18	26	19.4	2.4	21.98	13	8.98	2880.274	684.1	Inverno
30/11/2020	2	2021	ago	23	266	Q18	26.3	19.2	6.2	21.68	13	8.68	2888.954	690.3	Inverno
30/11/2020	2	2021	ago	24	267	Q18	26.2	18.8	1	21.42	13	8.42	2897.374	691.3	Inverno
30/11/2020	2	2021	ago	25	268	Q18	25.5	18.3	0	21.22	13	8.22	2905.594	691.3	Inverno
30/11/2020	2	2021	ago	26	269	Q18	27.8	19.4	3.4	22.3	13	9.3	2914.894	694.7	Inverno
30/11/2020	2	2021	ago	27	270	Q18	26.2	19.5	0	22.06	13	9.06	2923.954	694.7	Inverno
30/11/2020	2	2021	ago	28	271	Q18	27.5	20.3	4.4	22.66	13	9.66	2933.614	699.1	Inverno
30/11/2020	2	2021	ago	29	272	Q18	26.6	20.4	0.5	22.32	13	9.32	2942.934	699.6	Inverno
30/11/2020	2	2021	ago	30	273	Q18	27.2	19.7	0	22.68	13	9.68	2952.614	699.6	Inverno
30/11/2020	2	2021	ago	31	274	Q18	27	20.4	0	22.36	13	9.36	2961.974	699.6	Inverno
30/11/2020	2	2021	set	1	275	Q19	27	20.3	3.8	23	13	10	2971.974	703.4	Primavera
30/11/2020	2	2021	set	2	276	Q19	25.8	20	1.5	21.82	13	8.82	2980.794	704.9	Primavera
30/11/2020	2	2021	set	3	277	Q19	25.2	18.5	1.2	21.98	13	8.98	2989.774	706.1	Primavera
30/11/2020	2	2021	set	4	278	Q19	24.4	20.7	1.1	22.72	13	9.72	2999.494	707.2	Primavera
30/11/2020	2	2021	set	5	279	Q19	30.1	21.7	0	24.6	13	11.6	3011.094	707.2	Primavera
30/11/2020	2	2021	set	6	280	Q19	29.5	21.4	0	24.06	13	11.06	3022.154	707.2	Primavera
30/11/2020	2	2021	set	7	281	Q19	28.6	21	0	23.28	13	10.28	3032.434	707.2	Primavera
30/11/2020	2	2021	set	8	282	Q19	28.3	21.1	0	23.62	13	10.62	3043.054	707.2	Primavera
30/11/2020	2	2021	set	9	283	Q19	24.2	19.4	0	21.76	13	8.76	3051.814	707.2	Primavera
30/11/2020	2	2021	set	10	284	Q19	28.7	17.9	0	22.62	13	9.62	3061.434	707.2	Primavera
30/11/2020	2	2021	set	11	285	Q19	29	17.6	0	22.56	13	9.56	3070.994	707.2	Primavera
30/11/2020	2	2021	set	12	286	Q19	29.2	20.7	0	23.78	13	10.78	3081.774	707.2	Primavera
30/11/2020	2	2021	set	13	287	Q19	28.4	21.7	2.3	23.6	13	10.6	3092.374	709.5	Primavera
30/11/2020	2	2021	set	14	288	Q19	29.2	19.8	0	23.32	13	10.32	3102.694	709.5	Primavera
30/11/2020	2	2021	set	15	289	Q19	29.3	20.2	0	24.75	13	11.75	3114.444	709.5	Primavera
30/11/2020	2	2021	set	16	290	Q20	29.4	19.2	0	23.08	13	10.08	3124.524	709.5	Primavera
30/11/2020	2	2021	set	17	291	Q20	28	20.3	0	22.48	13	9.48	3134.004	709.5	Primavera
30/11/2020	2	2021	set	18	292	Q20	28	17.1	0	22.24	13	9.24	3143.244	709.5	Primavera
30/11/2020	2	2021	set	19	293	Q20	30	17.8	0	23.16	13	10.16	3153.404	709.5	Primavera
30/11/2020	2	2021	set	20	294	Q20	29.8	18.6	0	22.76	13	9.76	3163.164	709.5	Primavera
30/11/2020	2	2021	set	21	295	Q20	30.8	21	2.6	24.06	13	11.06	3174.224	712.1	Primavera
30/11/2020	2	2021	set	22	296	Q20	32.9	19.5	0	24.5	13	11.5	3185.724	712.1	Primavera
30/11/2020	2	2021	set	23	297	Q20	24.8	21.8	0	22.96	13	9.96	3195.684	712.1	Primavera
30/11/2020	2	2021	set	24	298	Q20	25	19.4	4.4	25.26	13	12.26	3207.944	716.5	Primavera
30/11/2020	2	2021	set	25	299	Q20	26	19.1	1.2	22.32	13	9.32	3217.264	717.7	Primavera
30/11/2020	2	2021	set	26	300	Q20	26	19.7	1.2	22.48	13	9.48	3226.744	718.9	Primavera
30/11/2020	2	2021	set	27	301	Q20	29.228	21.6	8.4	25.44	13	12.44	3239.184	727.3	Primavera
30/11/2020	2	2021	set	28	302	Q20	28	20.2	0	23.02	13	10.02	3249.204	727.3	Primavera
30/11/2020	2	2021	set	29	303	Q20	29.4	20.3	0	23.18	13	10.18	3259.384	727.3	Primavera
30/11/2020	2	2021	set	30	304	Q20	30.3	19.5	0	24.52	13	11.52	3270.904	727.3	Primavera
30/11/2020	2	2021	out	1	305	Q21	31.8	22	0	25.52	13	12.52	3283.424	686.5	Primavera
30/11/2020	2	2021	out	2	306	Q21	31	21.6	0	24.52	13	11.52	3294.944	686.5	Primavera
30/11/2020	2	2021	out	3	307	Q21	30.7	22.2	0	24.18	13	11.18	3306.124	686.5	Primavera
30/11/2020	2	2021	out	4	308	Q21	30.8	21	0	24.66	13	11.66	3317.784	686.5	Primavera
30/11/2020	2	2021	out	5	309	Q21	31.4	18.8	0	23.96	13	10.96	3328.744	686.5	Primavera
30/11/2020	2	2021	out	6	310	Q21	30.6	20.2	0.6	24	13	11	3339.744	687.1	Primavera
30/11/2020	2	2021	out	7	311	Q21	31	20.2	0	24.16	13	11.16	3350.904	687.1	Primavera
30/11/2020	2	2021	out	8	312	Q21	29.9	20.2	0	23.84	13	10.84	3361.744	687.1	Primavera
30/11/2020	2	2021	out	9	313	Q21	31	20	0	24.8	13	11.8	3373.544	687.1	Primavera
30/11/2020	2	2021	out	10	314	Q21	31.3	20.3	0	24.34	13	11.34	3384.884	687.1	Primavera
30/11/2020	2	2021	out	11	315	Q21	32.5	20.4	0	24.84	13	11.84	3396.724	687.1	Primavera
30/11/2020	2	2021	out	12	316	Q21	32	23.3	0	25.92	13	12.92	3409.644	687.1	Primavera
30/11/2020	2	2021	out	13	317	Q21	31	23	0	25.52	13	12.52	3422.164	687.1	Primavera
30/11/2020	2	2021	out	14	318	Q21	32.3	22.4	0	25.94	13	12.94	3435.104	687.1	Primavera
30/11/2020	2	2021	out	15	319	Q21	31.9	23.2	0.2	25.72	13	12.72	3447.824	687.3	Primavera
30/11/2020	2	2021	out	16	320	Q22	30.8	22.4	0	25.28	13	12.28	3460.104	687.3	Primavera
30/11/2020	2	2021	out	17	321	Q22	31.3	20.6	0	24.84	13	11.84	3471.944	687.3	Primavera
30/11/2020	2	2021	out	18	322	Q22	32	20.7	0	25.58	13	12.58	3484.524	687.3	Primavera
30/11/2020	2	2021	out	19	323	Q22	32.1	21.2	0	25.92	13	12.92	3497.444	687.3	Primavera
30/11/2020	2	2021	out	20	324	Q22	32.1	22.4	0	26.22	13	13.22	3510.664	687.3	Primavera
30/11/2020	2	2021	out	21	325	Q22	33.9	23.4	0	25.94	13	12.94	3523.604	687.3	Primavera
30/11/2020	2	2021	out	22	326	Q22	30.8	22.6	0	25.16	13	12.16	3535.764	687.3	Primavera
30/11/2020	2	2021	out	23	327	Q22	29.5	23.5	0.7	25.38	13	12.38	3548.144	688	Primavera
30/11/2020	2	2021	out	24	328	Q22	31.4	23.4	5.5	25.58	13	12.58	3560.724	693.5	Primavera
30/11/2020	2	2021	out	25	329	Q22	31	23.8	0	24.92	13	11.92	3572.644	693.5	Primavera
30/11/2020	2	2021	out	26	330	Q22	30.4	21.2	7.6	24.2	13	11.2	3583.844	701.1	Primavera
30/11/2020	2	2021	out	27	331	Q22	27	21.4	4.4	23.32	13	10.32	3594.164	705.5	Primavera
30/11/2020	2	2021	out	28	332	Q22	27.2	21.6	7.5	23.36	13	10.36	3604.524	713	Primavera
30/11/2020	2	2021	out	29	333	Q22	28.5	21.2	19.8	22.66	13	9.66	3614.184	732.8	Primavera
30/11/2020	2	2021	out	30	334	Q22	28	20.1	2.4	22.94	13	9.94	3624.124	735.2	Primavera
30/11/2020	2	2021	out	31	335	Q22	30.3	20.6	1.3	24.46	13	11.46	3635.584	736.5	Primavera
30/11/2020	2	2021	nov	1	336	Q23	31.5	21.1	0	25.14	13	12.14	3647.724	736.5	Primavera
30/11/2020	2	2021	nov	2	337	Q23	33	23	0	26.82	13	13.82	3661.544	736.5	Primavera
30/11/2020	2	2021	nov	3	338	Q23	28.7	21.6	48	25.1	13	12.1	3673.644	784.5	Primavera
30/11/2020	2	2021	nov	4	339	Q23	30.9	23.8	2.4	25.78	13	12.78	3686.424	786.9	Primavera
30/11/2020	2	2021	nov	5	340	Q23	31.3	21.2	90	23.94	13	10.94	3697.364	876.9	Primavera
30/11/2020	2	2021	nov	6	341	Q23	28.6	23.2	33	24.48	13	11.48	3708.844	909.9	Primavera
30/11/2020	2	2021	nov	7	342	Q23	30.1	22.4	33.2	25.7	13	12.7	3721.544	943.1	Primavera
30/11/2020	2	2021	nov	8	343	Q23	29.7	22.6	0.7	24.74	13	11.74	3733.284	943.8	Primavera
30/11/2020	2	2021	nov	9	344	Q23	31.9	23	0	25.9	13	12.9	3746.184	943.8	Primavera
30/11/2020	2	2021	nov	10	345	Q23	31	22.2	0	25.24	13	12.24	3758.424	943.8	Primavera
30/11/2020	2	2021	nov	11	346	Q23	31.3	22.2	0	25.5	13	12.5	3770.924	943.8	Primavera
30/11/2020	2	2021	nov	12	347	Q23	31.5	22	0	25.74	13	12.74	3783.664	943.8	Primavera
30/11/2020	2	2021	nov	13	348	Q23	29.2	22.2	0	24.68	13	11.68	3795.344	943.8	Primavera
30/11/2020	2	2021	nov	14	349	Q23	24.8	20.9	0	22.3	13	9.3	3804.644	943.8	Primavera
30/11/2020	2	2021	nov	15	350	Q23	23.9	20.9	4.6	22.22	13	9.22	3813.864	948.4	Primavera
30/11/2020	2	2021	nov	16	351	Q24	23.4	21	27.1	21.94	13	8.94	3822.804	975.5	Primavera
30/11/2020	2	2021	nov	17	352	Q24	28.9	20.9	3.9	24.34	13	11.34	3834.144	979.4	Primavera
30/11/2020	2	2021	nov	18	353	Q24	29.8	22.6	1.2	24.92	13	11.92	3846.064	980.6	Primavera
30/11/2020	2	2021	nov	19	354	Q24	32	21.1	0	26.1	13	13.1	3859.164	980.6	Primavera
30/11/2020	2	2021	nov	20	355	Q24	31.9	22.4	0	25.8	13	12.8	3871.964	980.6	Primavera
30/11/2020	2	2021	nov	21	356	Q24	32.5	22	0	26.3	13	13.3	3885.264	980.6	Primavera
30/11/2020	2	2021	nov	22	357	Q24	31.3	23.7	0	25.42	13	12.42	3897.684	980.6	Primavera
30/11/2020	2	2021	nov	23	358	Q24	29	23	0	24.84	13	11.84	3909.524	980.6	Primavera
30/11/2020	2	2021	nov	24	359	Q24	28.5	22.6	1.1	24.56	13	11.56	3921.084	981.7	Primavera
30/11/2020	2	2021	nov	25	360	Q24	29.9	23.3	0	25.32	13	12.32	3933.404	981.7	Primavera
30/11/2020	2	2021	nov	26	361	Q24	29.4	21.2	0	24.28	13	11.28	3944.684	981.7	Primavera
30/11/2020	2	2021	nov	27	362	Q24	31.6	20.6	0	25.64	13	12.64	3957.324	981.7	Primavera
30/11/2020	2	2021	nov	28	363	Q24	25.6	22.5	22.3	23.78	13	10.78	3968.104	1004	Primavera
30/11/2020	2	2021	nov	29	364	Q24	30.7	23.3	0	25.1	13	12.1	3980.204	1004	Primavera
9/2/2021	3	2021	fev	9	1	Q1	22.1	22.2	0	23.82	13	10.82	10.82	0	Verao
9/2/2021	3	2021	fev	10	2	Q1	33.1	21.1	0	25.96	13	12.96	23.78	0	Verao
9/2/2021	3	2021	fev	11	3	Q1	32	22	0	25.4	13	12.4	36.18	0	Verao
9/2/2021	3	2021	fev	12	4	Q1	32.1	20.6	0	25.62	13	12.62	48.8	0	Verao
9/2/2021	3	2021	fev	13	5	Q1	31.7	21.2	0	25.14	13	12.14	60.94	0	Verao
9/2/2021	3	2021	fev	14	6	Q1	33.1	21.2	0	25.88	13	12.88	73.82	0	Verao
9/2/2021	3	2021	fev	15	7	Q1	33.7	21.2	0	25.48	13	12.48	86.3	0	Verao
9/2/2021	3	2021	fev	16	8	Q2	33.8	21.3	0	26.28	13	13.28	99.58	0	Verao
9/2/2021	3	2021	fev	17	9	Q2	34.8	24.8	0	26.7	13	13.7	113.28	0	Verao
9/2/2021	3	2021	fev	18	10	Q2	32.9	23	3.8	25.74	13	12.74	126.02	3.8	Verao
9/2/2021	3	2021	fev	19	11	Q2	32.7	21.8	10.4	25.94	13	12.94	138.96	14.2	Verao
9/2/2021	3	2021	fev	20	12	Q2	33.3	23.2	1.2	25.86	13	12.86	151.82	15.4	Verao
9/2/2021	3	2021	fev	21	13	Q2	32.5	22.8	0	26.06	13	13.06	164.88	15.4	Verao
