SeqGeral	plot_name	Epoca	Acession_name	bloco	plant_number	Obs	Ramificacao	DataR0	Dia	Mes	Mesfev	Ano	NumRam	CompR	Altura total	QuantR	EscalaLEO	NumFrutosR0	NumSemR0	DAPR	DAPR1ano	DAPR1ano_Ext	NumEvRam	NumTFruto	NumTSem
4697	BRS-Caipira.5.2.2	5	BRS-Caipira	2	2	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4698	BRS-Caipira.5.2.3	5	BRS-Caipira	2	3	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4699	BRS-Caipira.5.2.4	5	BRS-Caipira	2	4	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4700	BRS-Caipira.5.2.5	5	BRS-Caipira	2	5	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4701	Equador72.5.2.1	5	Equador72	2	1	Remover	Ram1	25/02/22	25	2	fev	2022	NA	NA	NA	2	1	NA	NA	199	NA	NA	NA	NA	NA
4702	Equador72.5.2.2	5	Equador72	2	2	Ok	Ram1	14/03/22	14	3	mar	2022	NA	NA	NA	3	0	NA	NA	216	NA	NA	NA	NA	NA
4703	Equador72.5.2.3	5	Equador72	2	3	Remover	Ram1	25/02/22	25	2	fev	2022	NA	NA	NA	3	1	NA	NA	199	NA	NA	NA	NA	NA
4704	Equador72.5.2.4	5	Equador72	2	4	Ok	Ram1	06/04/22	6	4	abr	2022	NA	NA	NA	3	1	NA	NA	239	NA	NA	NA	NA	NA
4705	Equador72.5.2.5	5	Equador72	2	5	Ok	Ram1	10/01/22	10	1	jan	2022	NA	NA	NA	2	0	NA	NA	153	NA	NA	NA	NA	NA
4706	BRS-Tapioqueira.5.3.1	5	BRS-Tapioqueira	3	1	Ok	Ram1	25/02/22	25	2	fev	2022	NA	NA	NA	2	1	NA	NA	199	NA	NA	NA	NA	NA
4707	BRS-Tapioqueira.5.3.2	5	BRS-Tapioqueira	3	2	Ok	Ram1	25/02/22	25	2	fev	2022	NA	NA	NA	2	1	NA	NA	199	NA	NA	NA	NA	NA
4708	BRS-Tapioqueira.5.3.3	5	BRS-Tapioqueira	3	3	Ok	Ram1	25/02/22	25	2	fev	2022	NA	NA	NA	2	1	NA	NA	199	NA	NA	NA	NA	NA
4709	BRS-Tapioqueira.5.3.4	5	BRS-Tapioqueira	3	4	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4710	BRS-Tapioqueira.5.3.5	5	BRS-Tapioqueira	3	5	Ok	Ram1	14/03/22	14	3	mar	2022	NA	NA	NA	NA	0	NA	NA	216	NA	NA	NA	NA	NA
4711	BGM-0935.5.3.1	5	BGM-0935	3	1	Ok	Ram1	25/02/22	25	2	fev	2022	NA	NA	NA	2	1	NA	NA	199	NA	NA	NA	NA	NA
4712	BGM-0935.5.3.2	5	BGM-0935	3	2	Ok	Ram1	10/01/22	10	1	jan	2022	NA	NA	NA	3	0	NA	NA	153	NA	NA	NA	NA	NA
4713	BGM-0935.5.3.3	5	BGM-0935	3	3	Ok	Ram1	06/04/22	6	4	abr	2022	NA	NA	NA	2	1	NA	NA	239	NA	NA	NA	NA	NA
4714	BGM-0935.5.3.4	5	BGM-0935	3	4	Ok	Ram1	10/01/22	10	1	jan	2022	NA	NA	NA	2	0	NA	NA	153	NA	NA	NA	NA	NA
4715	BGM-0935.5.3.5	5	BGM-0935	3	5	Ok	Ram1	25/02/22	25	2	fev	2022	NA	NA	NA	2	1	NA	NA	199	NA	NA	NA	NA	NA
4716	BRS-NovoHorizonte.5.3.1	5	BRS-NovoHorizonte	3	1	Ok	Ram1	06/04/22	6	4	abr	2022	NA	NA	NA	2	1	NA	NA	239	NA	NA	NA	NA	NA
4717	BRS-NovoHorizonte.5.3.2	5	BRS-NovoHorizonte	3	2	Remover	Ram1	25/02/22	25	2	fev	2022	NA	NA	NA	2	1	NA	NA	199	NA	NA	NA	NA	NA
4718	BRS-NovoHorizonte.5.3.3	5	BRS-NovoHorizonte	3	3	Remover	Ram1	25/02/22	25	2	fev	2022	NA	NA	NA	3	1	NA	NA	199	NA	NA	NA	NA	NA
4719	BRS-NovoHorizonte.5.3.4	5	BRS-NovoHorizonte	3	4	Remover	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4720	BRS-NovoHorizonte.5.3.5	5	BRS-NovoHorizonte	3	5	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4721	BGM-0195.5.3.1	5	BGM-0195	3	1	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4722	BGM-0195.5.3.2	5	BGM-0195	3	2	Remover	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4723	BGM-0195.5.3.3	5	BGM-0195	3	3	Remover	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4724	BGM-0195.5.3.4	5	BGM-0195	3	4	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4725	BGM-0195.5.3.5	5	BGM-0195	3	5	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4726	BRS-Mulatinha.5.3.1	5	BRS-Mulatinha	3	1	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4727	BRS-Mulatinha.5.3.2	5	BRS-Mulatinha	3	2	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4728	BRS-Mulatinha.5.3.3	5	BRS-Mulatinha	3	3	Ok	Ram1	04/05/22	4	5	mai	2022	NA	NA	NA	3	1	NA	NA	267	NA	NA	NA	NA	NA
4729	BRS-Mulatinha.5.3.4	5	BRS-Mulatinha	3	4	Remover	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4730	BRS-Mulatinha.5.3.5	5	BRS-Mulatinha	3	5	Ok	Ram1	04/05/22	4	5	mai	2022	NA	NA	NA	2	1	NA	NA	267	NA	NA	NA	NA	NA
4731	Corrente.5.3.1	5	Corrente	3	1	Remover	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4732	Corrente.5.3.2	5	Corrente	3	2	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4733	Corrente.5.3.3	5	Corrente	3	3	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4734	Corrente.5.3.4	5	Corrente	3	4	Ok	Ram1	26/05/22	26	5	mai	2022	NA	NA	NA	2	1	NA	NA	289	NA	NA	NA	NA	NA
4735	Corrente.5.3.5	5	Corrente	3	5	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4736	VassouraPreta.5.3.1	5	VassouraPreta	3	1	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4737	VassouraPreta.5.3.2	5	VassouraPreta	3	2	Ok	Ram1	06/04/22	6	4	abr	2022	NA	NA	NA	2	1	NA	NA	239	NA	NA	NA	NA	NA
4738	VassouraPreta.5.3.3	5	VassouraPreta	3	3	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4739	VassouraPreta.5.3.4	5	VassouraPreta	3	4	Remover	Ram1	04/05/22	4	5	mai	2022	NA	NA	NA	2	1	NA	NA	267	NA	NA	NA	NA	NA
4740	VassouraPreta.5.3.5	5	VassouraPreta	3	5	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4741	2011-34-41.5.3.1	5	2011-34-41	3	1	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4742	2011-34-41.5.3.2	5	2011-34-41	3	2	Remover	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4743	2011-34-41.5.3.3	5	2011-34-41	3	3	Remover	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4744	2011-34-41.5.3.4	5	2011-34-41	3	4	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4745	2011-34-41.5.3.5	5	2011-34-41	3	5	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4746	2011-34-69.5.3.1	5	2011-34-69	3	1	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4747	2011-34-69.5.3.2	5	2011-34-69	3	2	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4748	2011-34-69.5.3.3	5	2011-34-69	3	3	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4749	2011-34-69.5.3.4	5	2011-34-69	3	4	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4750	2011-34-69.5.3.5	5	2011-34-69	3	5	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4751	Salangor.5.3.1	5	Salangor	3	1	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4752	Salangor.5.3.2	5	Salangor	3	2	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4753	Salangor.5.3.3	5	Salangor	3	3	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4754	Salangor.5.3.4	5	Salangor	3	4	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4755	Salangor.5.3.5	5	Salangor	3	5	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4756	BRS-Formosa.5.3.1	5	BRS-Formosa	3	1	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4757	BRS-Formosa.5.3.2	5	BRS-Formosa	3	2	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4758	BRS-Formosa.5.3.3	5	BRS-Formosa	3	3	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4759	BRS-Formosa.5.3.4	5	BRS-Formosa	3	4	Ok	Ram1	04/05/22	4	5	mai	2022	NA	NA	NA	3	1	NA	NA	267	NA	NA	NA	NA	NA
4760	BRS-Formosa.5.3.5	5	BRS-Formosa	3	5	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4761	BRS-PotiBranca.5.3.1	5	BRS-PotiBranca	3	1	Remover	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4762	BRS-PotiBranca.5.3.2	5	BRS-PotiBranca	3	2	Remover	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4763	BRS-PotiBranca.5.3.3	5	BRS-PotiBranca	3	3	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4764	BRS-PotiBranca.5.3.4	5	BRS-PotiBranca	3	4	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4765	BRS-PotiBranca.5.3.5	5	BRS-PotiBranca	3	5	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4766	BGM-0702.5.3.1	5	BGM-0702	3	1	Ok	Ram1	10/01/22	10	1	jan	2022	NA	NA	NA	3	2	NA	NA	153	NA	NA	NA	NA	NA
4767	BGM-0702.5.3.2	5	BGM-0702	3	2	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4768	BGM-0702.5.3.3	5	BGM-0702	3	3	Ok	Ram1	25/02/22	25	2	fev	2022	NA	NA	NA	3	3	NA	NA	199	NA	NA	NA	NA	NA
4769	BGM-0702.5.3.4	5	BGM-0702	3	4	Ok	Ram1	25/02/22	25	2	fev	2022	NA	NA	NA	2	2	NA	NA	199	NA	NA	NA	NA	NA
4770	BGM-0702.5.3.5	5	BGM-0702	3	5	Ok	Ram1	25/02/22	25	2	fev	2022	NA	NA	NA	2	2	NA	NA	199	NA	NA	NA	NA	NA
4771	Cigana.5.3.1	5	Cigana	3	1	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4772	Cigana.5.3.2	5	Cigana	3	2	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4773	Cigana.5.3.3	5	Cigana	3	3	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4774	Cigana.5.3.4	5	Cigana	3	4	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4775	Cigana.5.3.5	5	Cigana	3	5	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4776	BGM-0590.5.3.1	5	BGM-0590	3	1	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4777	BGM-0590.5.3.2	5	BGM-0590	3	2	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4778	BGM-0590.5.3.3	5	BGM-0590	3	3	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4779	BGM-0590.5.3.4	5	BGM-0590	3	4	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4780	BGM-0590.5.3.5	5	BGM-0590	3	5	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4781	BRSCS-01.5.3.1	5	BRSCS-01	3	1	Ok	Ram1	06/04/22	6	4	abr	2022	NA	NA	NA	2	2	NA	NA	239	NA	NA	NA	NA	NA
4782	BRSCS-01.5.3.2	5	BRSCS-01	3	2	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4783	BRSCS-01.5.3.3	5	BRSCS-01	3	3	Ok	Ram1	06/04/22	6	4	abr	2022	NA	NA	NA	2	2	NA	NA	239	NA	NA	NA	NA	NA
4784	BRSCS-01.5.3.4	5	BRSCS-01	3	4	Ok	Ram1	04/05/22	4	5	mai	2022	NA	NA	NA	2	2	NA	NA	267	NA	NA	NA	NA	NA
4785	BRSCS-01.5.3.5	5	BRSCS-01	3	5	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4786	BGM-0707.5.3.1	5	BGM-0707	3	1	Ok	Ram1	25/02/22	25	2	fev	2022	NA	NA	NA	2	2	NA	NA	199	NA	NA	NA	NA	NA
4787	BGM-0707.5.3.2	5	BGM-0707	3	2	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4788	BGM-0707.5.3.3	5	BGM-0707	3	3	Ok	Ram1	10/01/22	10	1	jan	2022	NA	NA	NA	3	3	NA	NA	153	NA	NA	NA	NA	NA
4789	BGM-0707.5.3.4	5	BGM-0707	3	4	Ok	Ram1	10/01/22	10	1	jan	2022	NA	NA	NA	2	2	NA	NA	153	NA	NA	NA	NA	NA
4790	BGM-0707.5.3.5	5	BGM-0707	3	5	Ok	Ram1	10/01/22	10	1	jan	2022	NA	NA	NA	3	3	NA	NA	153	NA	NA	NA	NA	NA
4791	BGM-1722.5.3.1	5	BGM-1722	3	1	Ok	Ram1	06/04/22	6	4	abr	2022	NA	NA	NA	2	1	NA	NA	239	NA	NA	NA	NA	NA
4792	BGM-1722.5.3.2	5	BGM-1722	3	2	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4793	BGM-1722.5.3.3	5	BGM-1722	3	3	Ok	Ram1	30/04/22	30	4	abr	2022	NA	NA	NA	2	1	NA	NA	263	NA	NA	NA	NA	NA
4794	BGM-1722.5.3.4	5	BGM-1722	3	4	Ok	Ram1	06/04/22	6	4	abr	2022	NA	NA	NA	2	1	NA	NA	239	NA	NA	NA	NA	NA
4795	BGM-1722.5.3.5	5	BGM-1722	3	5	Ok	Ram1	04/05/22	4	5	mai	2022	NA	NA	NA	2	1	NA	NA	267	NA	NA	NA	NA	NA
4796	BRS-Caipira.5.3.1	5	BRS-Caipira	3	1	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4797	BRS-Caipira.5.3.2	5	BRS-Caipira	3	2	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4798	BRS-Caipira.5.3.3	5	BRS-Caipira	3	3	Ok	Ram1	26/05/22	26	5	mai	2022	NA	NA	NA	2	0	NA	NA	289	NA	NA	NA	NA	NA
4799	BRS-Caipira.5.3.4	5	BRS-Caipira	3	4	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4800	BRS-Caipira.5.3.5	5	BRS-Caipira	3	5	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4801	BGM-1118.5.3.1	5	BGM-1118	3	1	Ok	Ram1	10/01/22	10	1	jan	2022	NA	NA	NA	3	3	NA	NA	153	NA	NA	NA	NA	NA
4802	BGM-1118.5.3.2	5	BGM-1118	3	2	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4803	BGM-1118.5.3.3	5	BGM-1118	3	3	Remover	Ram1	25/02/22	25	2	fev	2022	NA	NA	NA	3	1	NA	NA	199	NA	NA	NA	NA	NA
4804	BGM-1118.5.3.4	5	BGM-1118	3	4	Ok	Ram1	25/02/22	25	2	fev	2022	NA	NA	NA	2	1	NA	NA	199	NA	NA	NA	NA	NA
4805	BGM-1118.5.3.5	5	BGM-1118	3	5	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4806	Eucalipto.5.3.1	5	Eucalipto	3	1	Ok	Ram1	04/05/22	4	5	mai	2022	NA	NA	NA	2	1	NA	NA	267	NA	NA	NA	NA	NA
4807	Eucalipto.5.3.2	5	Eucalipto	3	2	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4808	Eucalipto.5.3.3	5	Eucalipto	3	3	Remover	Ram1	04/05/22	4	5	mai	2022	NA	NA	NA	2	1	NA	NA	267	NA	NA	NA	NA	NA
4809	Eucalipto.5.3.4	5	Eucalipto	3	4	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4810	Eucalipto.5.3.5	5	Eucalipto	3	5	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4811	BGM-0598.5.3.1	5	BGM-0598	3	1	Ok	Ram1	13/06/22	13	6	jun	2022	NA	NA	NA	2	1	NA	NA	307	NA	NA	NA	NA	NA
4812	BGM-0598.5.3.2	5	BGM-0598	3	2	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4813	BGM-0598.5.3.3	5	BGM-0598	3	3	Ok	Ram1	04/05/22	4	5	mai	2022	NA	NA	NA	2	1	NA	NA	267	NA	NA	NA	NA	NA
4814	BGM-0598.5.3.4	5	BGM-0598	3	4	Ok	Ram1	13/06/22	13	6	jun	2022	NA	NA	NA	2	1	NA	NA	307	NA	NA	NA	NA	NA
4815	BGM-0598.5.3.5	5	BGM-0598	3	5	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4816	2011-34-45.5.3.1	5	2011-34-45	3	1	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4817	2011-34-45.5.3.2	5	2011-34-45	3	2	Ok	Ram1	04/05/22	4	5	mai	2022	NA	NA	NA	2	1	NA	NA	267	NA	NA	NA	NA	NA
4818	2011-34-45.5.3.3	5	2011-34-45	3	3	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4819	2011-34-45.5.3.4	5	2011-34-45	3	4	Ok	Ram1	04/05/22	4	5	mai	2022	NA	NA	NA	2	1	NA	NA	267	NA	NA	NA	NA	NA
4820	2011-34-45.5.3.5	5	2011-34-45	3	5	Ok	Ram1	04/05/22	4	5	mai	2022	NA	NA	NA	2	1	NA	NA	267	NA	NA	NA	NA	NA
4821	BGM-0945.5.3.1	5	BGM-0945	3	1	Remover	Ram1	10/01/22	10	1	jan	2022	NA	NA	NA	2	2	NA	NA	153	NA	NA	NA	NA	NA
4822	BGM-0945.5.3.2	5	BGM-0945	3	2	Ok	Ram1	06/04/22	6	4	abr	2022	NA	NA	NA	3	1	NA	NA	239	NA	NA	NA	NA	NA
4823	BGM-0945.5.3.3	5	BGM-0945	3	3	Ok	Ram1	25/02/22	25	2	fev	2022	NA	NA	NA	2	1	NA	NA	199	NA	NA	NA	NA	NA
4824	BGM-0945.5.3.4	5	BGM-0945	3	4	Remover	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4825	BGM-0945.5.3.5	5	BGM-0945	3	5	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4826	BRS-Verdinha.5.3.1	5	BRS-Verdinha	3	1	Ok	Ram1	14/03/22	14	3	mar	2022	NA	NA	NA	3	0	NA	NA	216	NA	NA	NA	NA	NA
4827	BRS-Verdinha.5.3.2	5	BRS-Verdinha	3	2	Ok	Ram1	06/04/22	6	4	abr	2022	NA	NA	NA	2	1	NA	NA	239	NA	NA	NA	NA	NA
4828	BRS-Verdinha.5.3.3	5	BRS-Verdinha	3	3	Ok	Ram1	06/04/22	6	4	abr	2022	NA	NA	NA	2	1	NA	NA	239	NA	NA	NA	NA	NA
4829	BRS-Verdinha.5.3.4	5	BRS-Verdinha	3	4	Ok	Ram1	06/04/22	6	4	abr	2022	NA	NA	NA	3	1	NA	NA	239	NA	NA	NA	NA	NA
4830	BRS-Verdinha.5.3.5	5	BRS-Verdinha	3	5	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4831	BGM-1511.5.3.1	5	BGM-1511	3	1	Ok	Ram1	10/01/22	10	1	jan	2022	NA	NA	NA	2	1	NA	NA	153	NA	NA	NA	NA	NA
4832	BGM-1511.5.3.2	5	BGM-1511	3	2	Ok	Ram1	10/01/22	10	1	jan	2022	NA	NA	NA	2	1	NA	NA	153	NA	NA	NA	NA	NA
4833	BGM-1511.5.3.3	5	BGM-1511	3	3	Ok	Ram1	10/01/22	10	1	jan	2022	NA	NA	NA	2	1	NA	NA	153	NA	NA	NA	NA	NA
4834	BGM-1511.5.3.4	5	BGM-1511	3	4	Ok	Ram1	10/01/22	10	1	jan	2022	NA	NA	NA	2	1	NA	NA	153	NA	NA	NA	NA	NA
4835	BGM-1511.5.3.5	5	BGM-1511	3	5	Ok	Ram1	25/02/22	25	2	fev	2022	NA	NA	NA	2	2	NA	NA	199	NA	NA	NA	NA	NA
4836	BGM-0593.5.3.1	5	BGM-0593	3	1	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4837	BGM-0593.5.3.2	5	BGM-0593	3	2	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4838	BGM-0593.5.3.3	5	BGM-0593	3	3	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4839	BGM-0593.5.3.4	5	BGM-0593	3	4	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4840	BGM-0593.5.3.5	5	BGM-0593	3	5	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4841	BGM-1760.5.3.1	5	BGM-1760	3	1	Remover	Ram1	23/02/22	23	2	fev	2022	NA	NA	NA	2	0	NA	NA	197	NA	NA	NA	NA	NA
4842	BGM-1760.5.3.2	5	BGM-1760	3	2	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4843	BGM-1760.5.3.3	5	BGM-1760	3	3	Ok	Ram1	20/02/22	20	2	fev	2022	NA	NA	NA	2	0	NA	NA	194	NA	NA	NA	NA	NA
4844	BGM-1760.5.3.4	5	BGM-1760	3	4	Ok	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
4845	BGM-1760.5.3.5	5	BGM-1760	3	5	Ok	Ram1	06/04/22	6	4	abr	2022	NA	NA	NA	2	0	NA	NA	239	NA	NA	NA	NA	NA
4846	NegaMaluca.5.3.1	5	NegaMaluca	3	1	Remover	Ram1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
