SeqGeral	plot_name	Epoca	Acession_name	bloco	plant_number	Obs	Ramificacao	DataR0	Dia	Mes	Mesfev	Ano	NumRam	CompR	Altura total	QuantR	EscalaLEO	NumFrutosR0	NumSemR0	DAPR	DAPR1ano	DAPR1ano_Ext	NumEvRam	NumTFruto	NumTSem
15652	BGM-1760.1.3.2	1	BGM-1760	3	2	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15653	BGM-1760.1.3.3	1	BGM-1760	3	3	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15654	BGM-1760.1.3.4	1	BGM-1760	3	4	Ok	Ram5	10/18/2021	18	10	out	2021	NA	NA	NA	2	2	NA	NA	395	NA	NA	NA	NA	NA
15655	BGM-1760.1.3.5	1	BGM-1760	3	5	Ok	Ram5	08/05/21	5	8	ago	2021	NA	NA	NA	7	3	NA	NA	321	NA	NA	NA	NA	NA
15656	BRSCS-01.1.3.1	1	BRSCS-01	3	1	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15657	BRSCS-01.1.3.2	1	BRSCS-01	3	2	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15658	BRSCS-01.1.3.3	1	BRSCS-01	3	3	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15659	BRSCS-01.1.3.4	1	BRSCS-01	3	4	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15660	BRSCS-01.1.3.5	1	BRSCS-01	3	5	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15661	BRS-Kiriris.1.3.1	1	BRS-Kiriris	3	1	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15662	BRS-Kiriris.1.3.2	1	BRS-Kiriris	3	2	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15663	BRS-Kiriris.1.3.3	1	BRS-Kiriris	3	3	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15664	BRS-Kiriris.1.3.4	1	BRS-Kiriris	3	4	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15665	BRS-Kiriris.1.3.5	1	BRS-Kiriris	3	5	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15666	2011-34-41.1.3.1	1	2011-34-41	3	1	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15667	2011-34-41.1.3.2	1	2011-34-41	3	2	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15668	2011-34-41.1.3.3	1	2011-34-41	3	3	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15669	2011-34-41.1.3.4	1	2011-34-41	3	4	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15670	2011-34-41.1.3.5	1	2011-34-41	3	5	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15671	BRS-Mulatinha.1.3.1	1	BRS-Mulatinha	3	1	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15672	BRS-Mulatinha.1.3.2	1	BRS-Mulatinha	3	2	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15673	BRS-Mulatinha.1.3.3	1	BRS-Mulatinha	3	3	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15674	BRS-Mulatinha.1.3.4	1	BRS-Mulatinha	3	4	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15675	BRS-Mulatinha.1.3.5	1	BRS-Mulatinha	3	5	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15676	BRS-Tapioqueira.1.3.1	1	BRS-Tapioqueira	3	1	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15677	BRS-Tapioqueira.1.3.2	1	BRS-Tapioqueira	3	2	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15678	BRS-Tapioqueira.1.3.3	1	BRS-Tapioqueira	3	3	Ok	Ram5	7/20/2021	20	7	jul	2021	NA	NA	NA	5	3	NA	NA	305	NA	NA	NA	NA	NA
15679	BRS-Tapioqueira.1.3.4	1	BRS-Tapioqueira	3	4	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15680	BRS-Tapioqueira.1.3.5	1	BRS-Tapioqueira	3	5	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15681	BGM-0590.1.3.1	1	BGM-0590	3	1	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15682	BGM-0590.1.3.2	1	BGM-0590	3	2	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15683	BGM-0590.1.3.3	1	BGM-0590	3	3	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15684	BGM-0590.1.3.4	1	BGM-0590	3	4	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15685	BGM-0590.1.3.5	1	BGM-0590	3	5	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15686	BGM-0062.1.3.1	1	BGM-0062	3	1	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15687	BGM-0062.1.3.2	1	BGM-0062	3	2	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15688	BGM-0062.1.3.3	1	BGM-0062	3	3	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15689	BGM-0062.1.3.4	1	BGM-0062	3	4	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15690	BGM-0062.1.3.5	1	BGM-0062	3	5	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15691	BRS-GemadeOvo.1.3.1	1	BRS-GemadeOvo	3	1	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15692	BRS-GemadeOvo.1.3.2	1	BRS-GemadeOvo	3	2	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15693	BRS-GemadeOvo.1.3.3	1	BRS-GemadeOvo	3	3	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15694	BRS-GemadeOvo.1.3.4	1	BRS-GemadeOvo	3	4	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15695	BRS-GemadeOvo.1.3.5	1	BRS-GemadeOvo	3	5	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15696	Correntao.1.3.1	1	Correntao	3	1	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15697	Correntao.1.3.2	1	Correntao	3	2	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15698	Correntao.1.3.3	1	Correntao	3	3	Ok	Ram5	10/18/2021	18	10	out	2021	NA	NA	NA	5	3	NA	NA	395	NA	NA	NA	NA	NA
15699	Correntao.1.3.4	1	Correntao	3	4	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15700	Correntao.1.3.5	1	Correntao	3	5	Ok	Ram5	10/18/2021	18	10	out	2021	NA	NA	NA	12	3	NA	NA	395	NA	NA	NA	NA	NA
15701	2011-34-69.1.3.1	1	2011-34-69	3	1	Ok	Ram5	09/09/21	9	9	set	2021	NA	NA	NA	12	3	NA	NA	356	NA	NA	NA	NA	NA
15702	2011-34-69.1.3.2	1	2011-34-69	3	2	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15703	2011-34-69.1.3.3	1	2011-34-69	3	3	Ok	Ram5	10/18/2021	18	10	out	2021	NA	NA	NA	2	1	NA	NA	395	NA	NA	NA	NA	NA
15704	2011-34-69.1.3.4	1	2011-34-69	3	4	Ok	Ram5	12/05/21	5	12	dez	2021	NA	NA	NA	2	1	NA	NA	443	NA	NA	NA	NA	NA
15705	2011-34-69.1.3.5	1	2011-34-69	3	5	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15706	BGM-0593.1.3.1	1	BGM-0593	3	1	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15707	BGM-0593.1.3.2	1	BGM-0593	3	2	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15708	BGM-0593.1.3.3	1	BGM-0593	3	3	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15709	BGM-0593.1.3.4	1	BGM-0593	3	4	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15710	BGM-0593.1.3.5	1	BGM-0593	3	5	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15711	Salangor.1.3.1	1	Salangor	3	1	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15712	Salangor.1.3.2	1	Salangor	3	2	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15713	Salangor.1.3.3	1	Salangor	3	3	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15714	Salangor.1.3.4	1	Salangor	3	4	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15715	Salangor.1.3.5	1	Salangor	3	5	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15716	BGM-0598.1.3.1	1	BGM-0598	3	1	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15717	BGM-0598.1.3.2	1	BGM-0598	3	2	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15718	BGM-0598.1.3.3	1	BGM-0598	3	3	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15719	BGM-0598.1.3.4	1	BGM-0598	3	4	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15720	BGM-0598.1.3.5	1	BGM-0598	3	5	Ok	Ram5	08/05/21	5	8	ago	2021	NA	10	NA	11	3	NA	NA	321	NA	NA	NA	NA	NA
15721	BRS-Formosa.1.3.1	1	BRS-Formosa	3	1	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15722	BRS-Formosa.1.3.2	1	BRS-Formosa	3	2	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15723	BRS-Formosa.1.3.3	1	BRS-Formosa	3	3	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15724	BRS-Formosa.1.3.4	1	BRS-Formosa	3	4	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15725	BRS-Formosa.1.3.5	1	BRS-Formosa	3	5	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15726	BRS-Verdinha.1.3.1	1	BRS-Verdinha	3	1	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15727	BRS-Verdinha.1.3.2	1	BRS-Verdinha	3	2	Ok	Ram5	2/22/2022	22	2	fev	2022	NA	NA	NA	15	3	NA	NA	522	NA	NA	NA	NA	NA
15728	BRS-Verdinha.1.3.3	1	BRS-Verdinha	3	3	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15729	BRS-Verdinha.1.3.4	1	BRS-Verdinha	3	4	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15730	BRS-Verdinha.1.3.5	1	BRS-Verdinha	3	5	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15731	2011-34-45.1.3.1	1	2011-34-45	3	1	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15732	2011-34-45.1.3.2	1	2011-34-45	3	2	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15733	2011-34-45.1.3.3	1	2011-34-45	3	3	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15734	2011-34-45.1.3.4	1	2011-34-45	3	4	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15735	2011-34-45.1.3.5	1	2011-34-45	3	5	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15736	VassouraPreta.1.3.1	1	VassouraPreta	3	1	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15737	VassouraPreta.1.3.2	1	VassouraPreta	3	2	Ok	Ram5	12/05/21	5	12	dez	2021	NA	NA	NA	8	2	NA	NA	443	NA	NA	NA	NA	NA
15738	VassouraPreta.1.3.3	1	VassouraPreta	3	3	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15739	VassouraPreta.1.3.4	1	VassouraPreta	3	4	Ok	Ram5	12/05/21	5	12	dez	2021	NA	NA	NA	10	3	NA	NA	443	NA	NA	NA	NA	NA
15740	VassouraPreta.1.3.5	1	VassouraPreta	3	5	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15741	Eucalipto.2.1.1	2	Eucalipto	1	1	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15742	Eucalipto.2.1.2	2	Eucalipto	1	2	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15743	Eucalipto.2.1.3	2	Eucalipto	1	3	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15744	Eucalipto.2.1.4	2	Eucalipto	1	4	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15745	Eucalipto.2.1.5	2	Eucalipto	1	5	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15746	BRS-Mulatinha.2.1.1	2	BRS-Mulatinha	1	1	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15747	BRS-Mulatinha.2.1.2	2	BRS-Mulatinha	1	2	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15748	BRS-Mulatinha.2.1.3	2	BRS-Mulatinha	1	3	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15749	BRS-Mulatinha.2.1.4	2	BRS-Mulatinha	1	4	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15750	BRS-Mulatinha.2.1.5	2	BRS-Mulatinha	1	5	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15751	Corrente.2.1.1	2	Corrente	1	1	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15752	Corrente.2.1.2	2	Corrente	1	2	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15753	Corrente.2.1.3	2	Corrente	1	3	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15754	Corrente.2.1.4	2	Corrente	1	4	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15755	Corrente.2.1.5	2	Corrente	1	5	Remover	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15756	Correntao.2.1.1	2	Correntao	1	1	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15757	Correntao.2.1.2	2	Correntao	1	2	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15758	Correntao.2.1.3	2	Correntao	1	3	Ok	Ram5	12/05/21	5	12	dez	2021	NA	NA	NA	21	3	NA	NA	370	NA	NA	NA	NA	NA
15759	Correntao.2.1.4	2	Correntao	1	4	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15760	Correntao.2.1.5	2	Correntao	1	5	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15761	BRS-NovoHorizonte.2.1.1	2	BRS-NovoHorizonte	1	1	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15762	BRS-NovoHorizonte.2.1.2	2	BRS-NovoHorizonte	1	2	Ok	Ram5	02/09/22	9	2	fev	2022	NA	NA	NA	7	3	NA	NA	436	NA	NA	NA	NA	NA
15763	BRS-NovoHorizonte.2.1.3	2	BRS-NovoHorizonte	1	3	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15764	BRS-NovoHorizonte.2.1.4	2	BRS-NovoHorizonte	1	4	Ok	Ram5	11/09/21	9	11	nov	2021	NA	NA	NA	9	3	NA	NA	344	NA	NA	NA	NA	NA
15765	BRS-NovoHorizonte.2.1.5	2	BRS-NovoHorizonte	1	5	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15766	2011-34-45.2.1.1	2	2011-34-45	1	1	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15767	2011-34-45.2.1.2	2	2011-34-45	1	2	Ok	Ram5	10/18/2021	18	10	out	2021	NA	NA	NA	20	3	NA	NA	322	NA	NA	NA	NA	NA
15768	2011-34-45.2.1.3	2	2011-34-45	1	3	Ok	Ram5	10/18/2021	18	10	out	2021	NA	NA	NA	26	3	NA	NA	322	NA	NA	NA	NA	NA
15769	2011-34-45.2.1.4	2	2011-34-45	1	4	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15770	2011-34-45.2.1.5	2	2011-34-45	1	5	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15771	BRS-Formosa.2.1.1	2	BRS-Formosa	1	1	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15772	BRS-Formosa.2.1.2	2	BRS-Formosa	1	2	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15773	BRS-Formosa.2.1.3	2	BRS-Formosa	1	3	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15774	BRS-Formosa.2.1.4	2	BRS-Formosa	1	4	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15775	BRS-Formosa.2.1.5	2	BRS-Formosa	1	5	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15776	VassouraPreta.2.1.1	2	VassouraPreta	1	1	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15777	VassouraPreta.2.1.2	2	VassouraPreta	1	2	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15778	VassouraPreta.2.1.3	2	VassouraPreta	1	3	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15779	VassouraPreta.2.1.4	2	VassouraPreta	1	4	Ok	Ram5	11/09/21	9	11	nov	2021	NA	NA	NA	12	3	NA	NA	344	NA	NA	NA	NA	NA
15780	VassouraPreta.2.1.5	2	VassouraPreta	1	5	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15781	BRS-PotiBranca.2.1.1	2	BRS-PotiBranca	1	1	Remover	Ram5	02/09/22	9	2	fev	2022	NA	NA	NA	14	3	NA	NA	436	NA	NA	NA	NA	NA
15782	BRS-PotiBranca.2.1.2	2	BRS-PotiBranca	1	2	Remover	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15783	BRS-PotiBranca.2.1.3	2	BRS-PotiBranca	1	3	Remover	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15784	BRS-PotiBranca.2.1.4	2	BRS-PotiBranca	1	4	Remover	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15785	BRS-PotiBranca.2.1.5	2	BRS-PotiBranca	1	5	Remover	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15786	Cigana.2.1.1	2	Cigana	1	1	Ok	Ram5	02/09/22	9	2	fev	2022	NA	NA	NA	12	3	NA	NA	436	NA	NA	NA	NA	NA
15787	Cigana.2.1.2	2	Cigana	1	2	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15788	Cigana.2.1.3	2	Cigana	1	3	Ok	Ram5	11/09/21	9	11	nov	2021	NA	NA	NA	3	2	NA	NA	344	NA	NA	NA	NA	NA
15789	Cigana.2.1.4	2	Cigana	1	4	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15790	Cigana.2.1.5	2	Cigana	1	5	Ok	Ram5	12/05/21	5	12	dez	2021	NA	NA	NA	10	3	NA	NA	370	NA	NA	NA	NA	NA
15791	2011-34-69.2.1.1	2	2011-34-69	1	1	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15792	2011-34-69.2.1.2	2	2011-34-69	1	2	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15793	2011-34-69.2.1.3	2	2011-34-69	1	3	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15794	2011-34-69.2.1.4	2	2011-34-69	1	4	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15795	2011-34-69.2.1.5	2	2011-34-69	1	5	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15796	BRS-GemadeOvo.2.1.1	2	BRS-GemadeOvo	1	1	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15797	BRS-GemadeOvo.2.1.2	2	BRS-GemadeOvo	1	2	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15798	BRS-GemadeOvo.2.1.3	2	BRS-GemadeOvo	1	3	Ok	Ram5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
15799	BRS-GemadeOvo.2.1.4	2	BRS-GemadeOvo	1	4	Ok	Ram5	12/05/21	5	12	dez	2021	NA	NA	NA	3	1	NA	NA	370	NA	NA	NA	NA	NA
